,Diffuse irradiance|W/m2,Global horizontal irradiance|W/m2,Beam irradiance|W/m2,Plane of array irradiance|W/m2
"Apr 18, 03:00 am",0,0,0,0
"Apr 18, 04:00 am",0,0,0,0
"Apr 18, 05:00 am",1,1,1,0.919335
"Apr 18, 06:00 am",31,68,295,29.8995
"Apr 18, 07:00 am",61,263,654,241.679
"Apr 18, 08:00 am",86,503,802,504.229
"Apr 18, 09:00 am",106,716,877,742.655
"Apr 18, 10:00 am",120,869,913,925.335
"Apr 18, 11:00 am",128,972,937,1044.56
"Apr 18, 12:00 pm",132,1020,950,1090.24
"Apr 18, 01:00 pm",133,990,945,1051.69
"Apr 18, 02:00 pm",126,883,925,931.153
"Apr 18, 03:00 pm",105,702,883,731.552
"Apr 18, 04:00 pm",85,462,804,487.92
"Apr 18, 05:00 pm",85,251,546,221.251
"Apr 18, 06:00 pm",30,56,232,23.9481
"Apr 18, 07:00 pm",0,0,0,0
"Apr 18, 08:00 pm",0,0,0,0
"Apr 18, 09:00 pm",0,0,0,0
"Apr 18, 10:00 pm",0,0,0,0
"Apr 18, 11:00 pm",0,0,0,0
"Apr 19, 12:00 am",0,0,0,0
"Apr 19, 01:00 am",0,0,0,0
"Apr 19, 02:00 am",0,0,0,0
"Apr 19, 03:00 am",0,0,0,0
"Apr 19, 04:00 am",0,0,0,0
"Apr 19, 05:00 am",1,1,0,0.919335
"Apr 19, 06:00 am",37,65,194,32.7726
"Apr 19, 07:00 am",79,253,556,231.323
"Apr 19, 08:00 am",197,454,489,447.929
"Apr 19, 09:00 am",400,475,164,506.777
"Apr 19, 10:00 am",437,522,104,513.231
"Apr 19, 11:00 am",334,797,520,861.188
"Apr 19, 12:00 pm",324,959,689,1037.69
"Apr 19, 01:00 pm",323,897,647,967.557
"Apr 19, 02:00 pm",412,674,323,695.09
"Apr 19, 03:00 pm",375,396,41,385.673
"Apr 19, 04:00 pm",204,215,23,195.841
"Apr 19, 05:00 pm",112,141,98,126.874
"Apr 19, 06:00 pm",35,50,101,28.2181
"Apr 19, 07:00 pm",0,0,0,0
"Apr 19, 08:00 pm",0,0,0,0
"Apr 19, 09:00 pm",0,0,0,0
"Apr 19, 10:00 pm",0,0,0,0
"Apr 19, 11:00 pm",0,0,0,0
"Apr 20, 12:00 am",0,0,0,0
"Apr 20, 01:00 am",0,0,0,0
"Apr 20, 02:00 am",0,0,0,0
"Apr 20, 03:00 am",0,0,0,0
"Apr 20, 04:00 am",0,0,0,0
"Apr 20, 05:00 am",1,4,11,0.919335
"Apr 20, 06:00 am",24,79,462,28.5744
"Apr 20, 07:00 am",44,298,775,259.354
"Apr 20, 08:00 am",68,550,884,526.897
"Apr 20, 09:00 am",95,760,936,773.107
"Apr 20, 10:00 am",121,911,954,960.579
"Apr 20, 11:00 am",139,1008,949,1064.83
"Apr 20, 12:00 pm",184,1036,919,1120.11
"Apr 20, 01:00 pm",183,1009,892,1057.97
"Apr 20, 02:00 pm",193,819,767,871.369
"Apr 20, 03:00 pm",253,552,439,566.409
"Apr 20, 04:00 pm",242,363,239,345.335
"Apr 20, 05:00 pm",74,245,543,208.368
"Apr 20, 06:00 pm",27,56,254,21.1891
"Apr 20, 07:00 pm",0,0,0,0
"Apr 20, 08:00 pm",0,0,0,0
"Apr 20, 09:00 pm",0,0,0,0
"Apr 20, 10:00 pm",0,0,0,0
"Apr 20, 11:00 pm",0,0,0,0
"Apr 21, 12:00 am",0,0,0,0
"Apr 21, 01:00 am",0,0,0,0
"Apr 21, 02:00 am",0,0,0,0
"Apr 21, 03:00 am",0,0,0,0
"Apr 21, 04:00 am",0,0,0,0
"Apr 21, 05:00 am",1,1,0,0.919335
"Apr 21, 06:00 am",42,56,101,36.3237
"Apr 21, 07:00 am",142,226,236,196.513
"Apr 21, 08:00 am",270,364,162,338.303
"Apr 21, 09:00 am",394,379,25,382.552
"Apr 21, 10:00 am",435,549,131,543.853
"Apr 21, 11:00 am",523,698,192,709.172
"Apr 21, 12:00 pm",366,793,471,860.163
"Apr 21, 01:00 pm",286,831,576,862.302
"Apr 21, 02:00 pm",320,703,473,739.605
"Apr 21, 03:00 pm",329,539,312,542.838
"Apr 21, 04:00 pm",134,445,624,444.046
"Apr 21, 05:00 pm",123,219,316,191.638
"Apr 21, 06:00 pm",31,34,22,27.0183
"Apr 21, 07:00 pm",0,0,0,0
"Apr 21, 08:00 pm",0,0,0,0
"Apr 21, 09:00 pm",0,0,0,0
"Apr 21, 10:00 pm",0,0,0,0
"Apr 21, 11:00 pm",0,0,0,0
"Apr 22, 12:00 am",0,0,0,0
"Apr 22, 01:00 am",0,0,0,0
"Apr 22, 02:00 am",0,0,0,0
"Apr 22, 03:00 am",0,0,0,0
"Apr 22, 04:00 am",0,0,0,0
"Apr 22, 05:00 am",2,4,13,1.83867
"Apr 22, 06:00 am",28,91,447,32.7262
"Apr 22, 07:00 am",49,295,756,259.876
"Apr 22, 08:00 am",81,541,859,528.264
"Apr 22, 09:00 am",101,744,909,759.135
"Apr 22, 10:00 am",131,889,912,932.364
"Apr 22, 11:00 am",137,969,903,1016.2
"Apr 22, 12:00 pm",198,966,832,1044.36
"Apr 22, 01:00 pm",254,946,776,1021.41
"Apr 22, 02:00 pm",156,848,854,901.341
"Apr 22, 03:00 pm",197,569,553,588.975
"Apr 22, 04:00 pm",238,310,150,296.974
"Apr 22, 05:00 pm",126,176,167,155.323
"Apr 22, 06:00 pm",43,52,85,34.9353
"Apr 22, 07:00 pm",0,0,0,0
"Apr 22, 08:00 pm",0,0,0,0
"Apr 22, 09:00 pm",0,0,0,0
"Apr 22, 10:00 pm",0,0,0,0
"Apr 22, 11:00 pm",0,0,0,0
"Apr 23, 12:00 am",0,0,0,0
"Apr 23, 01:00 am",0,0,0,0
"Apr 23, 02:00 am",0,0,0,0
"Apr 23, 03:00 am",0,0,0,0
"Apr 23, 04:00 am",0,0,0,0
"Apr 23, 05:00 am",2,3,11,1.83867
"Apr 23, 06:00 am",34,84,384,35.3151
"Apr 23, 07:00 am",82,294,611,249.815
"Apr 23, 08:00 am",118,534,763,515.596
"Apr 23, 09:00 am",154,726,808,745.242
"Apr 23, 10:00 am",185,867,817,909.955
"Apr 23, 11:00 am",189,951,834,1010.65
"Apr 23, 12:00 pm",345,891,588,953.152
"Apr 23, 01:00 pm",405,817,460,863.241
"Apr 23, 02:00 pm",349,695,420,719.481
"Apr 23, 03:00 pm",304,505,299,507.68
"Apr 23, 04:00 pm",236,421,360,401.074
"Apr 23, 05:00 pm",84,260,561,219.684
"Apr 23, 06:00 pm",35,58,206,27.1691
"Apr 23, 07:00 pm",0,0,0,0
"Apr 23, 08:00 pm",0,0,0,0
"Apr 23, 09:00 pm",0,0,0,0
"Apr 23, 10:00 pm",0,0,0,0
"Apr 23, 11:00 pm",0,0,0,0
"Apr 24, 12:00 am",0,0,0,0
"Apr 24, 01:00 am",0,0,0,0
"Apr 24, 02:00 am",0,0,0,0
"Apr 24, 03:00 am",0,0,0,0
"Apr 24, 04:00 am",0,0,0,0
"Apr 24, 05:00 am",2,3,4,1.83867
"Apr 24, 06:00 am",50,65,111,43.0251
"Apr 24, 07:00 am",75,299,628,247.949
"Apr 24, 08:00 am",128,532,750,518.516
"Apr 24, 09:00 am",175,729,781,746.224
"Apr 24, 10:00 am",221,874,786,922.928
"Apr 24, 11:00 am",373,957,641,1010.23
"Apr 24, 12:00 pm",257,992,802,1078.73
"Apr 24, 01:00 pm",324,840,573,891.263
"Apr 24, 02:00 pm",461,705,323,737.246
"Apr 24, 03:00 pm",238,677,642,687.795
"Apr 24, 04:00 pm",213,419,401,398.551
"Apr 24, 05:00 pm",78,252,547,209.829
"Apr 24, 06:00 pm",31,39,116,25.2861
"Apr 24, 07:00 pm",0,0,0,0
"Apr 24, 08:00 pm",0,0,0,0
"Apr 24, 09:00 pm",0,0,0,0
"Apr 24, 10:00 pm",0,0,0,0
"Apr 24, 11:00 pm",0,0,0,0
"Apr 25, 12:00 am",0,0,0,0
"Apr 25, 01:00 am",0,0,0,0
"Apr 25, 02:00 am",0,0,0,0
"Apr 25, 03:00 am",0,0,0,0
"Apr 25, 04:00 am",0,0,0,0
"Apr 25, 05:00 am",2,2,2,1.83867
"Apr 25, 06:00 am",42,79,270,39.3549
"Apr 25, 07:00 am",79,289,604,245.216
"Apr 25, 08:00 am",111,546,756,504.681
"Apr 25, 09:00 am",136,739,837,745.19
"Apr 25, 10:00 am",152,878,884,933.891
"Apr 25, 11:00 am",162,968,906,1039.4
"Apr 25, 12:00 pm",164,996,913,1074.23
"Apr 25, 01:00 pm",160,977,906,1029.42
"Apr 25, 02:00 pm",150,874,880,912.686
"Apr 25, 03:00 pm",139,721,823,717.239
"Apr 25, 04:00 pm",111,496,735,470.84
"Apr 25, 05:00 pm",77,256,561,211.511
"Apr 25, 06:00 pm",27,68,361,21.114
"Apr 25, 07:00 pm",1,3,2,0.919335
"Apr 25, 08:00 pm",0,0,0,0
"Apr 25, 09:00 pm",0,0,0,0
"Apr 25, 10:00 pm",0,0,0,0
"Apr 25, 11:00 pm",0,0,0,0
"Apr 26, 12:00 am",0,0,0,0
"Apr 26, 01:00 am",0,0,0,0
"Apr 26, 02:00 am",0,0,0,0
"Apr 26, 03:00 am",0,0,0,0
"Apr 26, 04:00 am",0,0,0,0
"Apr 26, 05:00 am",3,5,10,2.75801
"Apr 26, 06:00 am",37,90,368,38.2419
"Apr 26, 07:00 am",65,312,686,256.086
"Apr 26, 08:00 am",91,549,818,516.85
"Apr 26, 09:00 am",110,745,888,751.156
"Apr 26, 10:00 am",123,889,924,931.397
"Apr 26, 11:00 am",131,977,946,1046.85
"Apr 26, 12:00 pm",133,1004,950,1079.7
"Apr 26, 01:00 pm",130,981,948,1038.98
"Apr 26, 02:00 pm",122,877,929,917.924
"Apr 26, 03:00 pm",108,722,887,725.613
"Apr 26, 04:00 pm",88,501,811,484.215
"Apr 26, 05:00 pm",62,272,661,222.382
"Apr 26, 06:00 pm",32,64,298,25.3435
"Apr 26, 07:00 pm",1,1,2,0.919335
"Apr 26, 08:00 pm",0,0,0,0
"Apr 26, 09:00 pm",0,0,0,0
"Apr 26, 10:00 pm",0,0,0,0
"Apr 26, 11:00 pm",0,0,0,0
"Apr 27, 12:00 am",0,0,0,0
"Apr 27, 01:00 am",0,0,0,0
"Apr 27, 02:00 am",0,0,0,0
"Apr 27, 03:00 am",0,0,0,0
"Apr 27, 04:00 am",0,0,0,0
"Apr 27, 05:00 am",3,4,11,2.75801
"Apr 27, 06:00 am",41,90,332,41.1454
"Apr 27, 07:00 am",139,278,386,237.039
"Apr 27, 08:00 am",176,508,598,481.964
"Apr 27, 09:00 am",160,732,766,718.773
"Apr 27, 10:00 am",201,889,806,917.409
"Apr 27, 11:00 am",326,912,645,963.478
"Apr 27, 12:00 pm",446,740,319,771.502
"Apr 27, 01:00 pm",432,709,303,726.965
"Apr 27, 02:00 pm",323,732,491,750.042
"Apr 27, 03:00 pm",164,648,694,651.91
"Apr 27, 04:00 pm",181,411,440,389.832
"Apr 27, 05:00 pm",91,263,488,205.414
"Apr 27, 06:00 pm",44,56,101,34.9768
"Apr 27, 07:00 pm",1,1,1,0.919335
"Apr 27, 08:00 pm",0,0,0,0
"Apr 27, 09:00 pm",0,0,0,0
"Apr 27, 10:00 pm",0,0,0,0
"Apr 27, 11:00 pm",0,0,0,0
"Apr 28, 12:00 am",0,0,0,0
"Apr 28, 01:00 am",0,0,0,0
"Apr 28, 02:00 am",0,0,0,0
"Apr 28, 03:00 am",0,0,0,0
"Apr 28, 04:00 am",0,0,0,0
"Apr 28, 05:00 am",5,8,20,4.59668
"Apr 28, 06:00 am",43,93,321,42.7999
"Apr 28, 07:00 am",120,298,501,251.936
"Apr 28, 08:00 am",141,541,731,520.15
"Apr 28, 09:00 am",179,747,787,751.722
"Apr 28, 10:00 am",248,933,796,953.397
"Apr 28, 11:00 am",281,997,772,1042.11
"Apr 28, 12:00 pm",270,1009,792,1075.19
"Apr 28, 01:00 pm",363,909,602,951.044
"Apr 28, 02:00 pm",335,774,527,790.576
"Apr 28, 03:00 pm",337,617,411,611.378
"Apr 28, 04:00 pm",240,403,287,365.589
"Apr 28, 05:00 pm",122,193,185,155.491
"Apr 28, 06:00 pm",37,46,51,31.0185
"Apr 28, 07:00 pm",0,0,0,0
"Apr 28, 08:00 pm",0,0,0,0
"Apr 28, 09:00 pm",0,0,0,0
"Apr 28, 10:00 pm",0,0,0,0
"Apr 28, 11:00 pm",0,0,0,0
"Apr 29, 12:00 am",0,0,0,0
"Apr 29, 01:00 am",0,0,0,0
"Apr 29, 02:00 am",0,0,0,0
"Apr 29, 03:00 am",0,0,0,0
"Apr 29, 04:00 am",0,0,0,0
"Apr 29, 05:00 am",5,10,43,4.59668
"Apr 29, 06:00 am",28,111,527,36.5814
"Apr 29, 07:00 am",47,321,785,267.495
"Apr 29, 08:00 am",66,560,890,527.225
"Apr 29, 09:00 am",80,765,945,759.848
"Apr 29, 10:00 am",89,944,977,940.209
"Apr 29, 11:00 am",95,1023,991,1050.23
"Apr 29, 12:00 pm",97,1051,999,1087.78
"Apr 29, 01:00 pm",95,1005,996,1044.8
"Apr 29, 02:00 pm",88,898,979,921.4
"Apr 29, 03:00 pm",78,730,945,731.048
"Apr 29, 04:00 pm",63,507,885,490.813
"Apr 29, 05:00 pm",44,285,764,228.826
"Apr 29, 06:00 pm",25,73,458,21.0188
"Apr 29, 07:00 pm",2,4,13,1.83867
"Apr 29, 08:00 pm",0,0,0,0
"Apr 29, 09:00 pm",0,0,0,0
"Apr 29, 10:00 pm",0,0,0,0
"Apr 29, 11:00 pm",0,0,0,0
"Apr 30, 12:00 am",0,0,0,0
"Apr 30, 01:00 am",0,0,0,0
"Apr 30, 02:00 am",0,0,0,0
"Apr 30, 03:00 am",0,0,0,0
"Apr 30, 04:00 am",0,0,0,0
"Apr 30, 05:00 am",6,10,29,5.51601
"Apr 30, 06:00 am",34,108,466,38.7455
"Apr 30, 07:00 am",57,316,743,264.38
"Apr 30, 08:00 am",78,553,860,523.69
"Apr 30, 09:00 am",95,752,920,756.615
"Apr 30, 10:00 am",106,927,958,939.983
"Apr 30, 11:00 am",112,1009,972,1047.8
"Apr 30, 12:00 pm",114,1037,976,1080.6
"Apr 30, 01:00 pm",111,993,971,1035.63
"Apr 30, 02:00 pm",105,895,950,912.607
"Apr 30, 03:00 pm",92,738,914,722.694
"Apr 30, 04:00 pm",75,513,847,483.645
"Apr 30, 05:00 pm",53,282,714,223.343
"Apr 30, 06:00 pm",29,72,390,22.5607
"Apr 30, 07:00 pm",2,3,9,1.83867
"Apr 30, 08:00 pm",0,0,0,0
"Apr 30, 09:00 pm",0,0,0,0
"Apr 30, 10:00 pm",0,0,0,0
"Apr 30, 11:00 pm",0,0,0,0
"May 1, 12:00 am",0,0,0,0
"May 1, 01:00 am",0,0,0,0
"May 1, 02:00 am",0,0,0,0
"May 1, 03:00 am",0,0,0,0
"May 1, 04:00 am",0,0,0,0
"May 1, 05:00 am",8,10,16,7.35468
"May 1, 06:00 am",43,104,376,44.5051
"May 1, 07:00 am",80,322,653,259.699
"May 1, 08:00 am",120,554,773,520.041
"May 1, 09:00 am",147,759,842,755.052
"May 1, 10:00 am",180,923,874,945.738
"May 1, 11:00 am",194,935,799,970.963
"May 1, 12:00 pm",214,1036,866,1078.63
"May 1, 01:00 pm",290,920,686,955.174
"May 1, 02:00 pm",273,870,717,887.944
"May 1, 03:00 pm",183,699,737,693.771
"May 1, 04:00 pm",142,495,664,459.432
"May 1, 05:00 pm",86,266,537,209.542
"May 1, 06:00 pm",48,67,148,38.0877
"May 1, 07:00 pm",2,3,3,1.83867
"May 1, 08:00 pm",0,0,0,0
"May 1, 09:00 pm",0,0,0,0
"May 1, 10:00 pm",0,0,0,0
"May 1, 11:00 pm",0,0,0,0
"May 2, 12:00 am",0,0,0,0
"May 2, 01:00 am",0,0,0,0
"May 2, 02:00 am",0,0,0,0
"May 2, 03:00 am",0,0,0,0
"May 2, 04:00 am",0,0,0,0
"May 2, 05:00 am",8,9,8,7.35468
"May 2, 06:00 am",62,90,167,54.4618
"May 2, 07:00 am",145,292,395,244.074
"May 2, 08:00 am",191,567,665,528.008
"May 2, 09:00 am",224,707,663,702.714
"May 2, 10:00 am",278,835,653,853.05
"May 2, 11:00 am",325,907,626,937.247
"May 2, 12:00 pm",299,953,688,993.491
"May 2, 01:00 pm",264,894,686,929.094
"May 2, 02:00 pm",223,608,461,620.844
"May 2, 03:00 pm",224,635,585,624.784
"May 2, 04:00 pm",147,441,550,409.09
"May 2, 05:00 pm",88,266,528,208.643
"May 2, 06:00 pm",39,74,266,30.086
"May 2, 07:00 pm",2,3,7,1.83867
"May 2, 08:00 pm",0,0,0,0
"May 2, 09:00 pm",0,0,0,0
"May 2, 10:00 pm",0,0,0,0
"May 2, 11:00 pm",0,0,0,0
"May 3, 12:00 am",0,0,0,0
"May 3, 01:00 am",0,0,0,0
"May 3, 02:00 am",0,0,0,0
"May 3, 03:00 am",0,0,0,0
"May 3, 04:00 am",0,0,0,0
"May 3, 05:00 am",8,9,6,7.35468
"May 3, 06:00 am",51,99,285,48.0159
"May 3, 07:00 am",91,308,577,248.601
"May 3, 08:00 am",126,536,724,499.884
"May 3, 09:00 am",152,735,799,727.748
"May 3, 10:00 am",169,887,841,904.457
"May 3, 11:00 am",178,984,867,1017.51
"May 3, 12:00 pm",181,1013,874,1051.64
"May 3, 01:00 pm",178,972,863,1003.55
"May 3, 02:00 pm",167,867,839,881.632
"May 3, 03:00 pm",148,705,791,692.58
"May 3, 04:00 pm",120,499,707,456.971
"May 3, 05:00 pm",84,270,545,208.383
"May 3, 06:00 pm",42,70,210,32.2673
"May 3, 07:00 pm",2,2,1,1.83867
"May 3, 08:00 pm",0,0,0,0
"May 3, 09:00 pm",0,0,0,0
"May 3, 10:00 pm",0,0,0,0
"May 3, 11:00 pm",0,0,0,0
"May 4, 12:00 am",0,0,0,0
"May 4, 01:00 am",0,0,0,0
"May 4, 02:00 am",0,0,0,0
"May 4, 03:00 am",0,0,0,0
"May 4, 04:00 am",0,0,0,0
"May 4, 05:00 am",8,13,45,7.35468
"May 4, 06:00 am",35,120,494,43.1662
"May 4, 07:00 am",57,338,743,264.203
"May 4, 08:00 am",78,562,851,517.498
"May 4, 09:00 am",93,759,909,743.505
"May 4, 10:00 am",104,912,943,920.19
"May 4, 11:00 am",110,1004,959,1027.27
"May 4, 12:00 pm",112,1031,963,1058.91
"May 4, 01:00 pm",109,992,958,1014.3
"May 4, 02:00 pm",102,891,943,897.024
"May 4, 03:00 pm",91,731,907,711.115
"May 4, 04:00 pm",74,528,846,477.696
"May 4, 05:00 pm",53,299,720,221.781
"May 4, 06:00 pm",30,87,420,23.1878
"May 4, 07:00 pm",3,5,15,2.75801
"May 4, 08:00 pm",0,0,0,0
"May 4, 09:00 pm",0,0,0,0
"May 4, 10:00 pm",0,0,0,0
"May 4, 11:00 pm",0,0,0,0
"May 5, 12:00 am",0,0,0,0
"May 5, 01:00 am",0,0,0,0
"May 5, 02:00 am",0,0,0,0
"May 5, 03:00 am",0,0,0,0
"May 5, 04:00 am",0,0,0,0
"May 5, 05:00 am",9,10,3,8.27402
"May 5, 06:00 am",52,66,84,46.2188
"May 5, 07:00 am",118,294,459,237.501
"May 5, 08:00 am",190,511,561,472.456
"May 5, 09:00 am",229,714,661,703.425
"May 5, 10:00 am",236,880,750,893.593
"May 5, 11:00 am",374,908,572,930.254
"May 5, 12:00 pm",414,987,600,1013.79
"May 5, 01:00 pm",397,527,141,521.367
"May 5, 02:00 pm",409,734,387,727.276
"May 5, 03:00 pm",285,695,579,674.422
"May 5, 04:00 pm",202,478,512,436.055
"May 5, 05:00 pm",157,229,209,187.259
"May 5, 06:00 pm",61,72,82,48.1342
"May 5, 07:00 pm",3,3,0,2.75801
"May 5, 08:00 pm",0,0,0,0
"May 5, 09:00 pm",0,0,0,0
"May 5, 10:00 pm",0,0,0,0
"May 5, 11:00 pm",0,0,0,0
"May 6, 12:00 am",0,0,0,0
"May 6, 01:00 am",0,0,0,0
"May 6, 02:00 am",0,0,0,0
"May 6, 03:00 am",0,0,0,0
"May 6, 04:00 am",0,0,0,0
"May 6, 05:00 am",9,14,47,8.27402
"May 6, 06:00 am",36,124,493,44.2521
"May 6, 07:00 am",60,341,734,264.338
"May 6, 08:00 am",80,565,845,515.509
"May 6, 09:00 am",97,763,905,743.019
"May 6, 10:00 am",107,919,944,921.738
"May 6, 11:00 am",114,1012,962,1031.25
"May 6, 12:00 pm",115,1044,970,1065.6
"May 6, 01:00 pm",113,1005,964,1020.77
"May 6, 02:00 pm",106,902,948,902.309
"May 6, 03:00 pm",94,744,915,717.081
"May 6, 04:00 pm",77,538,853,482.137
"May 6, 05:00 pm",55,308,728,224.441
"May 6, 06:00 pm",32,92,427,24.7743
"May 6, 07:00 pm",3,6,17,2.75801
"May 6, 08:00 pm",0,0,0,0
"May 6, 09:00 pm",0,0,0,0
"May 6, 10:00 pm",0,0,0,0
"May 6, 11:00 pm",0,0,0,0
"May 7, 12:00 am",0,0,0,0
"May 7, 01:00 am",0,0,0,0
"May 7, 02:00 am",0,0,0,0
"May 7, 03:00 am",0,0,0,0
"May 7, 04:00 am",0,0,0,0
"May 7, 05:00 am",11,15,39,10.1127
"May 7, 06:00 am",47,127,438,50.1011
"May 7, 07:00 am",88,355,691,276.794
"May 7, 08:00 am",139,559,729,512.729
"May 7, 09:00 am",197,725,716,710.712
"May 7, 10:00 am",364,881,600,882.19
"May 7, 11:00 am",394,825,460,840.553
"May 7, 12:00 pm",356,1064,739,1087.45
"May 7, 01:00 pm",368,884,557,899.907
"May 7, 02:00 pm",350,823,562,821.58
"May 7, 03:00 pm",365,696,465,664.397
"May 7, 04:00 pm",296,405,201,365.386
"May 7, 05:00 pm",140,228,252,183.582
"May 7, 06:00 pm",66,78,80,51.5207
"May 7, 07:00 pm",5,6,3,4.59668
"May 7, 08:00 pm",0,0,0,0
"May 7, 09:00 pm",0,0,0,0
"May 7, 10:00 pm",0,0,0,0
"May 7, 11:00 pm",0,0,0,0
"May 8, 12:00 am",0,0,0,0
"May 8, 01:00 am",0,0,0,0
"May 8, 02:00 am",0,0,0,0
"May 8, 03:00 am",0,0,0,0
"May 8, 04:00 am",0,0,0,0
"May 8, 05:00 am",9,9,4,8.27402
"May 8, 06:00 am",84,118,188,71.6078
"May 8, 07:00 am",157,291,345,237.481
"May 8, 08:00 am",241,512,469,470.153
"May 8, 09:00 am",288,727,594,706.092
"May 8, 10:00 am",324,794,545,796.549
"May 8, 11:00 am",313,1006,739,1025.25
"May 8, 12:00 pm",428,843,432,859.195
"May 8, 01:00 pm",365,964,646,978.792
"May 8, 02:00 pm",386,541,184,525.013
"May 8, 03:00 pm",324,468,201,441.45
"May 8, 04:00 pm",245,307,114,278.671
"May 8, 05:00 pm",121,220,283,174.245
"May 8, 06:00 pm",74,84,69,56.4871
"May 8, 07:00 pm",5,5,5,4.59668
"May 8, 08:00 pm",0,0,0,0
"May 8, 09:00 pm",0,0,0,0
"May 8, 10:00 pm",0,0,0,0
"May 8, 11:00 pm",0,0,0,0
"May 9, 12:00 am",0,0,0,0
"May 9, 01:00 am",0,0,0,0
"May 9, 02:00 am",0,0,0,0
"May 9, 03:00 am",0,0,0,0
"May 9, 04:00 am",0,0,0,0
"May 9, 05:00 am",12,14,22,10.5691
"May 9, 06:00 am",51,132,436,53.5849
"May 9, 07:00 am",76,273,503,212.787
"May 9, 08:00 am",94,587,849,529.997
"May 9, 09:00 am",104,773,902,745.139
"May 9, 10:00 am",114,888,895,883.213
"May 9, 11:00 am",121,1017,954,1026.23
"May 9, 12:00 pm",110,942,865,954.173
"May 9, 01:00 pm",117,964,912,971.66
"May 9, 02:00 pm",247,827,687,827.691
"May 9, 03:00 pm",290,692,565,665.323
"May 9, 04:00 pm",269,330,113,296.1
"May 9, 05:00 pm",156,210,154,172.611
"May 9, 06:00 pm",56,68,82,45.2215
"May 9, 07:00 pm",1,1,2,0.919335
"May 9, 08:00 pm",0,0,0,0
"May 9, 09:00 pm",0,0,0,0
"May 9, 10:00 pm",0,0,0,0
"May 9, 11:00 pm",0,0,0,0
"May 10, 12:00 am",0,0,0,0
"May 10, 01:00 am",0,0,0,0
"May 10, 02:00 am",0,0,0,0
"May 10, 03:00 am",0,0,0,0
"May 10, 04:00 am",0,0,0,0
"May 10, 05:00 am",13,14,6,11.7092
"May 10, 06:00 am",79,103,128,67.3218
"May 10, 07:00 am",114,274,406,218.038
"May 10, 08:00 am",191,476,489,434.039
"May 10, 09:00 am",97,769,904,738.786
"May 10, 10:00 am",97,918,948,910.528
"May 10, 11:00 am",103,1010,965,1017.66
"May 10, 12:00 pm",105,1039,971,1050.7
"May 10, 01:00 pm",102,1008,974,1013.3
"May 10, 02:00 pm",96,902,953,891.136
"May 10, 03:00 pm",85,742,918,705.696
"May 10, 04:00 pm",70,545,868,479.075
"May 10, 05:00 pm",50,316,749,224.664
"May 10, 06:00 pm",30,101,482,24.9863
"May 10, 07:00 pm",6,10,34,5.51601
"May 10, 08:00 pm",0,0,0,0
"May 10, 09:00 pm",0,0,0,0
"May 10, 10:00 pm",0,0,0,0
"May 10, 11:00 pm",0,0,0,0
"May 11, 12:00 am",0,0,0,0
"May 11, 01:00 am",0,0,0,0
"May 11, 02:00 am",0,0,0,0
"May 11, 03:00 am",0,0,0,0
"May 11, 04:00 am",0,0,0,0
"May 11, 05:00 am",10,11,7,9.06023
"May 11, 06:00 am",71,95,122,61.6701
"May 11, 07:00 am",194,303,277,249.394
"May 11, 08:00 am",258,542,485,491.563
"May 11, 09:00 am",354,734,510,703.923
"May 11, 10:00 am",363,814,520,808.476
"May 11, 11:00 am",445,852,433,851.768
"May 11, 12:00 pm",457,933,495,943.375
"May 11, 01:00 pm",396,737,367,736.336
"May 11, 02:00 pm",442,779,398,761.62
"May 11, 03:00 pm",303,385,115,362.722
"May 11, 04:00 pm",241,341,182,305.827
"May 11, 05:00 pm",137,185,133,151.659
"May 11, 06:00 pm",59,64,27,48.4834
"May 11, 07:00 pm",1,1,0,0.919335
"May 11, 08:00 pm",0,0,0,0
"May 11, 09:00 pm",0,0,0,0
"May 11, 10:00 pm",0,0,0,0
"May 11, 11:00 pm",0,0,0,0
"May 12, 12:00 am",0,0,0,0
"May 12, 01:00 am",0,0,0,0
"May 12, 02:00 am",0,0,0,0
"May 12, 03:00 am",0,0,0,0
"May 12, 04:00 am",0,0,0,0
"May 12, 05:00 am",11,11,1,9.78894
"May 12, 06:00 am",80,97,85,66.8772
"May 12, 07:00 am",167,192,63,164.356
"May 12, 08:00 am",355,458,176,413.452
"May 12, 09:00 am",415,569,206,536.031
"May 12, 10:00 am",336,565,263,555.459
"May 12, 11:00 am",369,688,338,687.131
"May 12, 12:00 pm",344,846,519,858.872
"May 12, 01:00 pm",194,944,804,950.412
"May 12, 02:00 pm",188,852,783,842.919
"May 12, 03:00 pm",169,691,728,661.612
"May 12, 04:00 pm",145,448,550,399.844
"May 12, 05:00 pm",100,267,469,199.016
"May 12, 06:00 pm",49,83,221,37.3547
"May 12, 07:00 pm",6,6,2,5.51601
"May 12, 08:00 pm",0,0,0,0
"May 12, 09:00 pm",0,0,0,0
"May 12, 10:00 pm",0,0,0,0
"May 12, 11:00 pm",0,0,0,0
"May 13, 12:00 am",0,0,0,0
"May 13, 01:00 am",0,0,0,0
"May 13, 02:00 am",0,0,0,0
"May 13, 03:00 am",0,0,0,0
"May 13, 04:00 am",0,0,0,0
"May 13, 05:00 am",13,15,23,11.4258
"May 13, 06:00 am",52,127,380,52.5106
"May 13, 07:00 am",87,340,633,257.897
"May 13, 08:00 am",118,534,708,478.193
