Manufacturer,Model Number,STC,PTC,Technology,A_c,N_s,BIPV,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,T_NOCT,gamma_pmp,alpha_sc,beta_oc,Width,Length,Bifacial,a_py,Il_py,Io_py,Rs_py,Rsh_py,Adj_py,solve_return_code,solve_pass,d_Isc,d_Imp,d_Vmp,d_Pmp,Error
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-2-250Q,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-2-250QB,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-2-250QW,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-3-250Q,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-3-250QB,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-3-250QW,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-250Q,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-250QB,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-250QW,250.0,222.7,Multi-c-Si,1.652,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,1.0,1.652,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-250T,250.0,225.1,Multi-c-Si,1.652,60.0,N,8.89,37.4,8.33,30.0,46.1,-0.45,0.006223000000000001,-0.12716,1.0,1.652,0,1.5734436298869765,8.898286661226306,4.18094342040024e-10,0.33817855760430027,362.8009121073354,8.49301398854088,4.0,first_pass,2.269900303215618e-13,-0.0041547338273981976,0.004026845637583776,-0.00014461866160264453,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-250TB,250.0,225.1,Multi-c-Si,1.652,60.0,N,8.89,37.4,8.33,30.0,46.1,-0.45,0.006223000000000001,-0.12716,1.0,1.652,0,1.5734436298869765,8.898286661226306,4.18094342040024e-10,0.33817855760430027,362.8009121073354,8.49301398854088,4.0,first_pass,2.269900303215618e-13,-0.0041547338273981976,0.004026845637583776,-0.00014461866160264453,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-250TW,250.0,225.1,Multi-c-Si,1.652,60.0,N,8.89,37.4,8.33,30.0,46.1,-0.45,0.006223000000000001,-0.12716,1.0,1.652,0,1.5734436298869765,8.898286661226306,4.18094342040024e-10,0.33817855760430027,362.8009121073354,8.49301398854088,4.0,first_pass,2.269900303215618e-13,-0.0041547338273981976,0.004026845637583776,-0.00014461866160264453,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-0-250T,250.0,222.6,Multi-c-Si,1.6163679999999998,60.0,N,8.89,37.4,8.33,30.0,46.9,-0.48,0.004445,-0.1309,0.988,1.636,0,1.5957323232436147,8.897528211671126,5.831966070272663e-10,0.3327353349016125,392.9244407715577,8.475285640809732,4.0,first_pass,-3.596673015658549e-15,-0.004153441683720721,0.004026845637583776,-0.000143321314662027,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-0-250TB,250.0,225.2,Multi-c-Si,1.6163679999999998,60.0,N,8.89,37.4,8.33,30.0,46.1,-0.45,0.006223000000000001,-0.12716,0.988,1.636,0,1.5734436298869765,8.898286661226306,4.18094342040024e-10,0.33817855760430027,362.8009121073354,8.49301398854088,4.0,first_pass,2.269900303215618e-13,-0.0041547338273981976,0.004026845637583776,-0.00014461866160264453,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-0-250TW,250.0,222.6,Multi-c-Si,1.6163679999999998,60.0,N,8.89,37.4,8.33,30.0,46.9,-0.48,0.004445,-0.1309,0.988,1.636,0,1.5957323232436147,8.897528211671126,5.831966070272663e-10,0.3327353349016125,392.9244407715577,8.475285640809732,4.0,first_pass,-3.596673015658549e-15,-0.004153441683720721,0.004026845637583776,-0.000143321314662027,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-2-250Q,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-2-250QB,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-2-250QW,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-3-250Q,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-3-250QB,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-3-250QW,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250,250.0,227.5,Multi-c-Si,1.60066,60.0,N,8.74,37.2,8.22,30.4,46.6,-0.4,0.005244,-0.11160000000000002,0.982,1.63,0,1.4785295527850848,8.747551772828974,1.021852815537122e-10,0.2872483460284122,332.44520889726755,10.12057002191497,4.0,first_pass,-7.885886197795162e-14,-0.0019757564853292494,0.001942776404097545,-3.6818534311604515e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250Q,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250QB,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250QW,250.0,222.9,Multi-c-Si,1.6163679999999998,60.0,N,8.82,37.7,8.39,29.8,47.7,-0.458,0.0043218,-0.12026300000000002,0.988,1.636,0,1.5515217607999892,8.820003379355786,2.469817580004315e-10,0.3829278161074627,999999.6221718861,11.160892733836198,2.0,first_pass,1.7924689195762163e-14,-0.010024634721277683,0.01038241520652224,0.0002537005652745926,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250T,250.0,225.2,Multi-c-Si,1.6163679999999998,60.0,N,8.89,37.4,8.33,30.0,46.1,-0.45,0.006223000000000001,-0.12716,0.988,1.636,0,1.5734436298869765,8.898286661226306,4.18094342040024e-10,0.33817855760430027,362.8009121073354,8.49301398854088,4.0,first_pass,2.269900303215618e-13,-0.0041547338273981976,0.004026845637583776,-0.00014461866160264453,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250TB,250.0,225.2,Multi-c-Si,1.6163679999999998,60.0,N,8.89,37.4,8.33,30.0,46.1,-0.45,0.006223000000000001,-0.12716,0.988,1.636,0,1.5734436298869765,8.898286661226306,4.18094342040024e-10,0.33817855760430027,362.8009121073354,8.49301398854088,4.0,first_pass,2.269900303215618e-13,-0.0041547338273981976,0.004026845637583776,-0.00014461866160264453,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250TW,250.0,225.2,Multi-c-Si,1.6163679999999998,60.0,N,8.89,37.4,8.33,30.0,46.1,-0.45,0.006223000000000001,-0.12716,0.988,1.636,0,1.5734436298869765,8.898286661226306,4.18094342040024e-10,0.33817855760430027,362.8009121073354,8.49301398854088,4.0,first_pass,2.269900303215618e-13,-0.0041547338273981976,0.004026845637583776,-0.00014461866160264453,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PB-4-250W,250.0,227.5,Multi-c-Si,1.60066,60.0,N,8.74,37.2,8.22,30.4,46.6,-0.4,0.005244,-0.11160000000000002,0.982,1.63,0,1.4785295527850848,8.747551772828974,1.021852815537122e-10,0.2872483460284122,332.44520889726755,10.12057002191497,4.0,first_pass,-7.885886197795162e-14,-0.0019757564853292494,0.001942776404097545,-3.6818534311604515e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PC-3-250,250.0,226.8,Multi-c-Si,1.67,60.0,N,8.72,37.6,8.2,30.5,45.5,-0.4309,0.00481344,-0.1215232,1.0,1.67,0,1.5359842154897723,8.726532922139747,2.018536643209944e-10,0.3111695095298609,415.3422422199551,7.994236348180501,4.0,first_pass,-2.037106467202122e-16,-0.0011327022467002513,0.001122235669490613,-1.1737736073729383e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PC-3-250,250.0,227.6,Multi-c-Si,1.67,60.0,N,8.72,37.6,8.2,30.5,45.8,-0.41,0.004360000000000001,-0.1128,1.0,1.67,0,1.4907947452938524,8.727914786896454,9.595800612385257e-11,0.3227212545043958,355.55343299302734,9.703873632328255,4.0,first_pass,3.930291362496414e-11,-0.0011329518226880953,0.001122235669490613,-1.1987592144663871e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PC-3-250W,250.0,227.6,Multi-c-Si,1.67,60.0,N,8.72,37.6,8.2,30.5,45.8,-0.41,0.004360000000000001,-0.1128,1.0,1.67,0,1.4907947452938524,8.727914786896454,9.595800612385257e-11,0.3227212545043958,355.55343299302734,9.703873632328255,4.0,first_pass,3.930291362496414e-11,-0.0011329518226880953,0.001122235669490613,-1.1987592144663871e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HA-0-255T,255.0,227.1,Mono-c-Si,1.652,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,1.0,1.652,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HA-0-255TW,255.0,227.1,Mono-c-Si,1.652,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,1.0,1.652,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HA-4-255T,255.0,227.1,Mono-c-Si,1.652,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,1.0,1.652,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HA-4-255TB,255.0,227.1,Mono-c-Si,1.652,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,1.0,1.652,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HA-4-255TW,255.0,227.1,Mono-c-Si,1.652,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,1.0,1.652,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HB-0-255T,255.0,227.2,Mono-c-Si,1.6163679999999998,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,0.988,1.636,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HB-0-255TB,255.0,227.2,Mono-c-Si,1.6163679999999998,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,0.988,1.636,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HB-0-255TW,255.0,227.2,Mono-c-Si,1.6163679999999998,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,0.988,1.636,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HB-4-255T,255.0,227.2,Mono-c-Si,1.6163679999999998,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,0.988,1.636,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HB-4-255TB,255.0,227.2,Mono-c-Si,1.6163679999999998,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,0.988,1.636,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60M6-HB-4-255TW,255.0,227.2,Mono-c-Si,1.6163679999999998,60.0,N,8.81,37.8,8.32,30.6,47.9,-0.458,0.004316900000000001,-0.12058200000000001,0.988,1.636,0,1.5717769466165201,8.812201256559572,3.1560344373470175e-10,0.3104776194030812,1242.6128281709643,13.401196717824446,4.0,first_pass,-2.8022482808155142e-12,-0.003240630239084078,0.0031583103039872517,-9.255485097235445e-05,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-0-255T,255.0,228.6,Multi-c-Si,1.652,60.0,N,8.95,37.5,8.48,30.1,46.2,-0.467,0.0054595,-0.134625,1.0,1.652,0,1.5900377749185208,8.97372839957853,5.133576783530306e-10,0.3288535801968639,999999.9787017963,4.42205743981867,2.0,first_pass,0.0026508877950521294,-0.0034564217052149866,0.003366853218578007,-0.00010120575117987762,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-0-255TB,255.0,228.6,Multi-c-Si,1.652,60.0,N,8.95,37.5,8.48,30.1,46.2,-0.467,0.0054595,-0.134625,1.0,1.652,0,1.5900377749185208,8.97372839957853,5.133576783530306e-10,0.3288535801968639,999999.9787017963,4.42205743981867,2.0,first_pass,0.0026508877950521294,-0.0034564217052149866,0.003366853218578007,-0.00010120575117987762,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-0-255TW,255.0,228.6,Multi-c-Si,1.652,60.0,N,8.95,37.5,8.48,30.1,46.2,-0.467,0.0054595,-0.134625,1.0,1.652,0,1.5900377749185208,8.97372839957853,5.133576783530306e-10,0.3288535801968639,999999.9787017963,4.42205743981867,2.0,first_pass,0.0026508877950521294,-0.0034564217052149866,0.003366853218578007,-0.00010120575117987762,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-2-255Q,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-2-255QB,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-2-255QW,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-3-255Q,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-3-255QB,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-3-255QW,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-255Q,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-255QB,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-255QW,255.0,229.1,Multi-c-Si,1.652,60.0,N,8.91,37.9,8.51,30.0,46.5,-0.453,0.0056133,-0.12203800000000001,1.0,1.652,0,1.5745776925109063,8.910003157021343,3.136398891098518e-10,0.35408247896965656,999957.4864298735,12.006184109784524,2.0,first_pass,3.1898663782720548e-15,-0.007921723475874888,0.008970917225950715,0.0009781286244869047,
Hanwha Qcells (Qidong) Co Ltd,HSL60P6-PA-4-255T,255.0,228.6,Multi-c-Si,1.652,60.0,N,8.95,37.5,8.48,30.1,46.2,-0.467,0.0054595,-0.134625,1.0,1.652,0,1.5900377749185208,8.97372839957853,5.133576783530306e-10,0.3288535801968639,999999.9787017963,4.42205743981867,2.0,first_pass,0.0026508877950521294,-0.0034564217052149866,0.003366853218578007,-0.00010120575117987762,
