Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_pmp,BIPV,Version,Date,solve_return_code,solve_pass
JA Solar JAM54S30-410/MR,JA Solar,Mono-c-Si,0,410.0,384.4,1.9,,,54.0,13.95,37.32,13.04,31.45,0.005440499999999999,-0.09665880000000002,45.02,1.365596946128121,13.967575688204585,1.8368851574001613e-11,0.12024326059377018,95.43828205769273,7.35200120383935,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D10-410/MB,JA Solar,Mono-c-Si,1,410.0,385.3,1.987,,,72.0,10.26,50.08,9.64,42.54,0.0040014,-0.1317104,44.06,1.8322293211062928,10.26855400688953,1.352523081058526e-11,0.18094865309657676,217.03667180722317,5.700434847828176,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-410/MR,JA Solar,Mono-c-Si,0,410.0,384.1,1.95,,,72.0,10.45,50.12,9.79,41.88,0.0040755,-0.1338204,44.08,1.861237870248643,10.462939506070079,2.0624096378792965e-11,0.2492453883879392,201.29163410679803,7.5693069058581885,-0.349,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D30-415/MB,JA Solar,Mono-c-Si,1,415.0,389.2,1.9,,,54.0,14.02,37.45,13.13,31.61,0.005608,-0.09287600000000001,45.62,1.3525717860489788,14.036526758670563,1.2908374845234735e-11,0.11887461946257519,100.8438618437421,8.909920748565188,-0.323,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S30-415/MR,JA Solar,Mono-c-Si,0,415.0,389.2,1.9,,,54.0,14.02,37.45,13.13,31.61,0.005467799999999999,-0.09699550000000001,45.02,1.3701906876049073,14.035740055456463,1.8438949026720057e-11,0.11583486971926854,103.17656645981751,7.333790224524676,-0.333,N,2025.7.3,6/23/2025,4.0,bootstrapping
JA Solar JAM72S10-415/MR,JA Solar,Mono-c-Si,0,415.0,389.0,1.95,,,72.0,10.51,50.41,9.84,42.18,0.0040989,-0.1345947,44.08,1.8739049802763266,10.52311537568533,2.1297377220409862e-11,0.24242806104366818,194.26961107919377,7.802676834238519,-0.349,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D41-425/MB,JA Solar,Mono-c-Si,1,425.0,402.9,1.89,,,54.0,13.7,38.56,13.02,32.64,0.005068999999999999,-0.08483200000000002,45.61,1.2906842932828768,13.708039495852471,1.4348763421757201e-12,0.13503213325465413,230.10650405184964,2.702770412617695,-0.273,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D41-430/MB,JA Solar,Mono-c-Si,1,430.0,407.8,1.89,,,54.0,13.75,38.84,13.08,32.88,0.0050875,-0.08544800000000001,45.61,1.2995714237105245,13.757303155648293,1.4257118278846086e-12,0.13531316553301753,254.76056065871717,2.61177651302978,-0.273,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D41-435/MB,JA Solar,Mono-c-Si,1,435.0,412.6,1.89,,,54.0,13.8,39.11,13.13,33.13,0.005106,-0.08604200000000001,45.61,1.308878649600614,13.807117148765444,1.4400793666656148e-12,0.13392896661288883,259.68541639451377,2.6660169642055895,-0.273,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D20-435/MB,JA Solar,Mono-c-Si,1,435.0,408.1,2.22,,,72.0,11.29,49.15,10.8,40.28,0.0044031,-0.1292645,44.22,1.7549268049018303,11.290005845050436,7.75289157292987e-12,0.3194772182568328,617091.3998295794,0.15671606920536996,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78D10-435/MB,JA Solar,Mono-c-Si,1,435.0,407.0,2.15,,,78.0,10.32,52.74,9.82,44.31,0.0039216,-0.1387062,45.36,1.9007183742795908,10.323301864588345,9.129177798608166e-12,0.2505423429130795,783.071792075674,2.283137437170717,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78S10-435/MR,JA Solar,Mono-c-Si,0,435.0,408.6,2.11,,,78.0,10.4,52.73,9.78,44.5,0.003744,-0.1392072,44.07,1.9205349347609078,10.409609084872644,1.2141180841240071e-11,0.2225424301981955,240.85969804551806,4.299258867607059,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D41-440/MB,JA Solar,Mono-c-Si,1,440.0,417.5,1.89,,,54.0,13.85,39.38,13.18,33.37,0.005124500000000001,-0.086636,45.61,1.3180085299412245,13.856964687548802,1.4486452950464047e-12,0.13341157382056462,265.30268385083747,2.6850991747765023,-0.273,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D20-440/MB,JA Solar,Mono-c-Si,1,440.0,412.9,2.22,,,72.0,11.33,49.3,10.84,40.6,0.0044187,-0.129659,44.22,1.7639610850062606,11.330005574480934,8.248291978704486e-12,0.29856124234409126,606823.8401011584,0.6350847360539855,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S20-440/MR,JA Solar,Mono-c-Si,0,440.0,412.2,2.17,,,72.0,11.28,49.4,10.76,40.9,0.003948,-0.13091,44.61,1.7727838593847638,11.28135500964324,8.903983716786983e-12,0.2776212733669486,2311.1032678618526,0.5941422269915532,-0.335,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78D10-440/MB,JA Solar,Mono-c-Si,1,440.0,411.8,2.15,,,78.0,10.37,53.01,9.85,44.68,0.0039406,-0.13941630000000002,45.36,1.9150805079576652,10.37425616697538,9.786839872058712e-12,0.23377730847905498,569.590130543386,2.832465241149705,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78S10-440/MR,JA Solar,Mono-c-Si,0,440.0,413.5,2.11,,,78.0,10.44,53.0,9.81,44.87,0.0037583999999999994,-0.13992000000000002,44.07,1.9341788028780316,10.449408741468494,1.2849808262688778e-11,0.20610679908746543,228.69742360306253,4.7525989840148,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D20-445/MB,JA Solar,Mono-c-Si,1,445.0,417.7,2.22,,,72.0,11.38,49.45,10.88,40.91,0.004438200000000001,-0.13005350000000002,44.22,1.7721880040477596,11.380005331306968,8.666904021149618e-12,0.278836527649441,595198.4114841524,1.005882753891199,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S20-445/MR,JA Solar,Mono-c-Si,0,445.0,417.0,2.17,,,72.0,11.32,49.56,10.8,41.21,0.003962000000000001,-0.131334,44.61,1.779525068599231,11.320012603159356,9.092473892889408e-12,0.2592274378393274,232830.09566223237,0.7301772495759504,-0.335,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78D10-445/MB,JA Solar,Mono-c-Si,1,445.0,416.6,2.15,,,78.0,10.42,53.29,9.9,44.96,0.0039596,-0.14015270000000002,45.36,1.9258929641392069,10.424079770926106,9.935095160065307e-12,0.228847347119083,584.4909958004736,2.9172560268300165,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78S10-445/MR,JA Solar,Mono-c-Si,0,445.0,418.3,2.11,,,78.0,10.48,53.31,9.85,45.18,0.0037727999999999998,-0.1407384,44.07,1.9462854566017955,10.489102286978117,1.3046489652911891e-11,0.20104722131294872,231.47752759482273,4.848555496142886,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D20-450/MB,JA Solar,Mono-c-Si,1,450.0,422.5,2.22,,,72.0,11.42,49.61,10.92,41.21,0.0044538,-0.13047430000000002,44.22,1.7810664882448073,11.420005078362234,9.136548202703247e-12,0.2612521320188954,587497.0078493861,1.4122615731400388,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S20-450/MR,JA Solar,Mono-c-Si,0,450.0,421.8,2.17,,,72.0,11.36,49.7,10.84,41.52,0.003976,-0.13170500000000002,44.61,1.7911393619752534,11.361459671333224,1.0086355972365934e-11,0.23814085354629172,1853.3470594485889,1.563451429326877,-0.335,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78S10-450/MR,JA Solar,Mono-c-Si,0,450.0,423.1,2.11,,,78.0,10.52,53.58,9.89,45.51,0.0037871999999999997,-0.1414512,44.07,1.9580937386962183,10.528552555734413,1.3459794965492037e-11,0.18964745345036976,233.27426792240578,5.0814546381117855,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D20-455/MB,JA Solar,Mono-c-Si,1,455.0,427.3,2.22,,,72.0,11.46,49.75,10.96,41.52,0.0044694,-0.1308425,44.22,1.789706865944588,11.460004763648387,9.699054743474186e-12,0.24094077256671034,579640.1636082911,1.8780492555643318,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S20-455/MR,JA Solar,Mono-c-Si,0,455.0,426.7,2.17,,,72.0,11.41,49.85,10.88,41.82,0.0039935000000000005,-0.1321025,44.61,1.7961776760122343,11.410007195475933,1.009580800056445e-11,0.22028708639498099,349314.82569753646,1.5264063775069399,-0.335,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78S10-455/MR,JA Solar,Mono-c-Si,0,455.0,427.9,2.11,,,78.0,10.56,53.87,9.93,45.83,0.0038016,-0.1422168,44.07,1.9700467625206366,10.568135946083896,1.3769597482946874e-11,0.18152130419725795,235.60443467746444,5.242715669417368,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D20-460/MB,JA Solar,Mono-c-Si,1,460.0,432.1,2.22,,,72.0,11.5,49.91,11.01,41.79,0.004485,-0.1312633,44.22,1.7986996466432323,11.500004526891392,1.023218029379175e-11,0.2265580270925904,575546.4987520607,2.2938896329930656,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S20-460/MR,JA Solar,Mono-c-Si,0,460.0,431.5,2.17,,,72.0,11.45,50.01,10.92,42.13,0.0040075,-0.1325265,44.61,1.810173311584715,11.452004125174986,1.1452252805045792e-11,0.2009733495495471,1148.2041714734232,2.557193635564381,-0.335,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D30-530/MB,JA Solar,Mono-c-Si,1,530.0,497.2,2.52,,,72.0,13.72,49.3,12.83,41.31,0.005350800000000001,-0.128673,44.81,1.792752126021059,13.739174429374927,1.5240583255618915e-11,0.18361315338679238,131.38187433728896,5.060465741923491,-0.33,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S30-530/MR,JA Solar,Mono-c-Si,0,530.0,498.7,2.52,,,72.0,13.72,49.3,12.83,41.31,0.004802000000000001,-0.129166,43.9,1.7850554881748075,13.739458963226957,1.353399076426266e-11,0.18496492929355604,130.41387701991644,3.7084783153180156,-0.33,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D30-535/MB,JA Solar,Mono-c-Si,1,535.0,502.0,2.52,,,72.0,13.79,49.45,12.9,41.47,0.005378099999999999,-0.12906450000000003,44.81,1.7986465902802307,13.808698519599623,1.5426908778255297e-11,0.18022352888826035,132.9133280440764,5.119562827227717,-0.33,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM72S30-535/MR,JA Solar,Mono-c-Si,0,535.0,503.5,2.52,,,72.0,13.79,49.45,12.9,41.47,0.0048265,-0.129559,43.9,1.7909231099960383,13.808980083315284,1.3699525910632222e-11,0.18157335276519643,131.92231553271293,3.7668448319063126,-0.33,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D30-540/MB,JA Solar,Mono-c-Si,1,540.0,506.8,2.52,,,72.0,13.86,49.6,12.97,41.64,0.0054054,-0.12945600000000002,44.81,1.804759508240237,13.87815021204202,1.5666057422747846e-11,0.17598712493992866,134.38859845166556,5.20663849213629,-0.33,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM72S30-540/MR,JA Solar,Mono-c-Si,0,540.0,508.3,2.52,,,72.0,13.86,49.6,12.97,41.64,0.004851,-0.129952,43.9,1.7970077057408955,13.878428166223637,1.3912056099011365e-11,0.17733550689772956,133.37573046288287,3.852885742450493,-0.33,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM72D30-545/MB,JA Solar,Mono-c-Si,1,545.0,511.6,2.52,,,72.0,13.93,49.75,13.04,41.8,0.0054327,-0.1298475,44.81,1.8106546214233952,13.94769109770617,1.5855244665485057e-11,0.17267532251666562,135.9648389262491,5.265006187283774,-0.33,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S30-545/MR,JA Solar,Mono-c-Si,0,545.0,513.2,2.52,,,72.0,13.93,49.75,13.04,41.8,0.0048755000000000005,-0.13034500000000002,43.9,1.8028759809326345,13.947966086106096,1.408013867950677e-11,0.17402178907063745,134.92774736301104,3.910533538842471,-0.33,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM72D30-550/MB,JA Solar,Mono-c-Si,1,550.0,516.4,2.52,,,72.0,14.0,49.9,13.11,41.96,0.0054600000000000004,-0.130239,44.81,1.8165501182310437,14.017239733105013,1.6045656876302725e-11,0.16939905922535298,137.56517046887777,5.3230649292137135,-0.33,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S30-550/MR,JA Solar,Mono-c-Si,0,550.0,518.0,2.52,,,72.0,14.0,49.9,13.11,41.96,0.004900000000000001,-0.130738,43.9,1.8087446992153708,14.017511757162703,1.4249324200122668e-11,0.1707436201153204,136.50318838667235,3.967884088007317,-0.33,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM72S30-555/MR,JA Solar,Mono-c-Si,0,555.0,522.8,2.52,,,72.0,14.07,50.05,13.18,42.12,0.004924500000000001,-0.131131,43.9,1.8146138226120379,14.087065075997948,1.4419604839312392e-11,0.1675004374890727,138.102588061128,4.024934813254281,-0.33,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-580/MB,JA Solar,Mono-c-Si,1,580.0,543.1,2.52,,,72.0,13.84,51.95,13.17,44.02,0.006227999999999999,-0.12831650000000003,47.28,1.8510795698919529,13.844584567012134,8.901712645867536e-12,0.15662623742261386,472.8270226624033,6.060789515273825,-0.312,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78D30-580/MB,JA Solar,Mono-c-Si,1,580.0,543.5,2.72,,,78.0,13.84,53.11,13.08,44.35,0.004844,-0.1311817,44.86,1.9188562569727547,13.85078965780647,1.3028072090658846e-11,0.21038326372565538,269.860680313653,9.569568953829638,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-585/MB,JA Solar,Mono-c-Si,1,585.0,547.9,2.52,,,72.0,13.89,52.16,13.23,44.22,0.0062505,-0.12883519999999998,47.28,1.858196306573319,13.893922329225832,8.893977414036303e-12,0.15490865813319224,548.5723274710352,6.017797797476969,-0.312,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-585/MB-US,JA Solar,Mono-c-Si,1,585.0,556.1,2.52,,,72.0,14.0,53.7,13.03,44.9,0.004760000000000001,-0.114918,45.85,1.7651444778932397,14.032529141120277,8.284436641914292e-13,0.23744246543922665,102.19127840881465,0.8031170737986617,-0.26,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM78D30-585/MB,JA Solar,Mono-c-Si,1,585.0,548.3,2.72,,,78.0,13.88,53.2,13.13,44.56,0.004858,-0.131404,44.86,1.9241193448855323,13.889584198553981,1.3460122920209705e-11,0.19845705031523614,287.4088867485381,9.831609292372368,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-590/MB,JA Solar,Mono-c-Si,1,590.0,552.8,2.52,,,72.0,13.94,52.37,13.28,44.43,0.006273,-0.1293539,47.28,1.8661665007428268,13.943779414136191,8.993191880384509e-12,0.15225749795969654,561.586917735079,6.082278343742016,-0.312,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-590/MB-US,JA Solar,Mono-c-Si,1,590.0,561.0,2.52,,,72.0,14.05,53.9,13.09,45.1,0.004777000000000001,-0.115346,45.85,1.7715000573428794,14.081229537745815,8.292313378611183e-13,0.23467741690038155,105.5800996725419,0.7761817705218569,-0.26,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM78D30-590/MB,JA Solar,Mono-c-Si,1,590.0,553.2,2.72,,,78.0,13.93,53.3,13.17,44.8,0.0048755000000000005,-0.13165100000000002,44.86,1.9315387868580824,13.939600928780992,1.4250459845029541e-11,0.1845028790608326,267.695466764435,10.313980485515936,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM66D45-595/LB,JA Solar,Mono-c-Si,1,595.0,558.6,2.64,,,66.0,15.9,47.5,15.15,39.27,0.0065190000000000005,-0.11732500000000001,45.954,1.6742995293129461,15.904257979872051,7.56466785893026e-12,0.19805643225528766,739.5754306001079,3.5147067696329577,-0.317,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-595/MB,JA Solar,Mono-c-Si,1,595.0,557.6,2.52,,,72.0,13.99,52.58,13.33,44.64,0.0062955,-0.1298726,47.28,1.874136027806521,13.993639711332928,9.092728866765445e-12,0.14962664916929183,575.1216618320135,6.146158827007824,-0.312,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-595/MB-US,JA Solar,Mono-c-Si,1,595.0,565.9,2.52,,,72.0,14.1,54.1,13.14,45.3,0.004794,-0.115774,45.85,1.7784467580067909,14.130731477702408,8.37717656367246e-13,0.2319123997671019,106.40441271630951,0.8316180999142042,-0.26,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78D30-595/MB,JA Solar,Mono-c-Si,1,595.0,558.0,2.72,,,78.0,13.98,53.4,13.21,45.05,0.004893000000000001,-0.13189800000000002,44.86,1.93917164359725,13.989475228670749,1.512635668768643e-11,0.16977191380125448,250.48592013168246,10.821753069610295,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM66D45-600/LB,JA Solar,Mono-c-Si,1,600.0,563.4,2.64,,,66.0,15.95,47.7,15.21,39.44,0.0065395,-0.11781900000000001,45.954,1.6808333569483407,15.953208121670107,7.529720772472283e-12,0.19792474740292906,984.0336723477805,3.445144190862114,-0.317,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-600/MB,JA Solar,Mono-c-Si,1,600.0,562.4,2.52,,,72.0,14.04,52.79,13.38,44.95,0.006318,-0.13039130000000002,47.28,1.8841150412097116,14.043396244344708,9.469992697945241e-12,0.13851652674013307,572.6243013641258,6.4687290395249475,-0.312,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D40-600/MB-US,JA Solar,Mono-c-Si,1,600.0,570.7,2.52,,,72.0,14.15,54.3,13.19,45.5,0.004811000000000001,-0.116202,45.85,1.7853927920653894,14.180239603371941,8.462272014514708e-13,0.22916879639800472,107.23482148937782,0.886550205385433,-0.26,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM78D30-600/MB,JA Solar,Mono-c-Si,1,600.0,562.8,2.72,,,78.0,14.03,53.5,13.25,45.3,0.004910500000000001,-0.132145,44.86,1.9468066810426592,14.039238495451025,1.604937331089704e-11,0.1551341122383574,235.59372926004772,11.327926890145068,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM66D45-605/LB,JA Solar,Mono-c-Si,1,605.0,568.2,2.64,,,66.0,16.0,47.9,15.28,39.6,0.006560000000000001,-0.11831299999999999,45.954,1.6866722414952509,16.001277303143297,7.41399693643472e-12,0.1985463966269488,2487.0700937832153,3.2806627719724686,-0.317,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM78D30-605/MB,JA Solar,Mono-c-Si,1,605.0,567.6,2.72,,,78.0,14.08,53.61,13.29,45.53,0.004928000000000001,-0.1324167,44.86,1.9542073359297543,14.089024379523508,1.68795918205308e-11,0.14306324122328476,223.2098553933043,11.75621804864048,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM66D45-610/LB,JA Solar,Mono-c-Si,1,610.0,573.0,2.64,,,66.0,16.05,48.1,15.34,39.77,0.0065805,-0.11880700000000001,45.954,1.6932077359307,16.05023289717034,7.380980060439323e-12,0.1984134156817642,13673.570527775883,3.2128652691528514,-0.317,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM66D45-615/LB,JA Solar,Mono-c-Si,1,615.0,577.9,2.64,,,66.0,16.1,48.3,15.39,39.96,0.006601,-0.11930099999999999,45.954,1.7006387847622662,16.10010897563055,7.45325710684706e-12,0.1967940309238544,29074.281005372366,3.268603304511265,-0.317,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM66D45-620/LB,JA Solar,Mono-c-Si,1,620.0,582.7,2.64,,,66.0,16.13,48.5,15.42,40.21,0.0066133,-0.119795,45.954,1.6974218516481674,16.130576339741605,6.286699020204724e-12,0.19271663314389378,5393.553916121342,1.8220420713771697,-0.317,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM66D45-625/LB,JA Solar,Mono-c-Si,1,625.0,587.5,2.64,,,66.0,16.15,48.7,15.45,40.45,0.006621499999999999,-0.12028900000000001,45.954,1.7179051058728687,16.150002987628685,7.881021147783868e-12,0.18499013222758434,999999.6847539601,3.7153519941494326,-0.317,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM66D45-630/LB,JA Solar,Mono-c-Si,1,630.0,592.4,2.64,,,66.0,16.18,48.9,15.48,40.7,0.0066338000000000005,-0.120783,45.954,1.7264681134275115,16.18000290373399,8.093601865122465e-12,0.17945843671882322,999982.7152903081,3.92597962129289,-0.317,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAM66D45-635/LB,JA Solar,Mono-c-Si,1,635.0,597.2,2.64,,,66.0,16.21,49.1,15.51,40.94,0.006646100000000001,-0.12127700000000001,45.954,1.7348583861341365,16.21000283072586,8.28647542640755e-12,0.17462621479661006,999999.766242182,4.110864307712291,-0.317,N,2025.7.3,6/23/2025,2.0,bootstrapping
Jackery Inc JS-36A,Jackery Inc,Mono-c-Si,0,36.0,32.7,0.293,,,8.0,8.85,5.54,7.95,4.53,0.004867499999999999,-0.017229400000000002,44.9,0.22857794038046966,8.88924615123934,2.4670142588305607e-10,0.04039286780669903,9.108584594627244,14.14322882215649,-0.414,Y,2025.7.3,6/23/2025,4.0,first_pass
Jackery Inc JS-38A,Jackery Inc,Mono-c-Si,0,38.0,34.6,0.293,,,8.0,9.14,5.54,8.38,4.53,0.005027,-0.017229400000000002,44.9,0.2259725158556647,9.16611484764012,1.9747220915536664e-10,0.03951930331985007,13.831458950006601,11.746384704077215,-0.414,Y,2025.7.3,6/23/2025,4.0,first_pass
Jackery Inc JS-42A,Jackery Inc,Mono-c-Si,0,42.0,38.8,0.293,,,8.0,10.32,5.54,9.56,4.53,0.0038184,-0.014404000000000002,44.1,0.21099958387912465,10.345346322397507,3.9510584650218176e-11,0.03822497161726502,15.563666565692976,16.61534463021415,-0.379,Y,2025.7.3,6/23/2025,4.0,first_pass
Jackery Inc JS-45A,Jackery Inc,Mono-c-Si,0,45.0,41.6,0.293,,,8.0,10.36,5.54,9.93,4.53,0.0038331999999999997,-0.014404000000000002,44.1,0.2087856133898205,10.360000360771593,3.101830599964731e-11,0.03480949764290896,999999.653424639,14.19895375743136,-0.379,Y,2025.7.3,6/23/2025,-2.0,first_pass
Japan Solar (Infini Co Ltd) JS-250U-PI60,Japan Solar (Infini Co Ltd),Multi-c-Si,0,250.0,223.7,1.63,,,60.0,8.7,37.8,8.3,30.2,0.005916,-0.135324,48.1,1.5656171848491207,8.700002913837702,2.8443564888561107e-10,0.3347460698458813,999998.6758645602,0.0006430530942262502,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Japan Solar (Infini Co Ltd) JS-255U-PI60,Japan Solar (Infini Co Ltd),Multi-c-Si,0,255.0,228.4,1.63,,,60.0,8.8,37.9,8.42,30.4,0.005984000000000001,-0.135682,48.1,1.5750055311614743,8.800002667295008,3.117997881252468e-10,0.30293166269354527,999957.2073381407,0.6532143505999825,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Japan Solar (Infini Co Ltd) JS-260M-PI60,Japan Solar (Infini Co Ltd),Mono-c-Si,0,260.0,234.6,1.63,,,60.0,9.37,39.1,8.44,30.92,0.005621999999999999,-0.121601,48.4,1.5701939022328866,9.430528132383715,1.3531576055063517e-10,0.41946992201597855,64.93564417817504,8.154765743884038,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Japan Solar (Infini Co Ltd) JS-260U-PI60,Japan Solar (Infini Co Ltd),Multi-c-Si,0,260.0,233.0,1.63,,,60.0,8.9,38.0,8.54,30.6,0.006052000000000001,-0.13604,48.1,1.5848713286908447,8.900218809798984,3.437786735044525e-10,0.2698477657859032,10976.00966881952,1.3596708486933637,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Japan Solar (Infini Co Ltd) JS-265M-PI60,Japan Solar (Infini Co Ltd),Mono-c-Si,0,265.0,239.2,1.63,,,60.0,9.43,39.2,8.55,31.08,0.005658,-0.121912,48.4,1.5710558855536785,9.48171800303112,1.3053011845329672e-10,0.40639130235831084,74.0993437074442,7.765524630803664,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Japan Solar (Infini Co Ltd) JS-265U-PI60,Japan Solar (Infini Co Ltd),Multi-c-Si,0,265.0,237.6,1.63,,,60.0,9.0,38.1,8.59,30.8,0.0061200000000000004,-0.136398,48.1,1.587354457740062,9.000002512543487,3.3901393524875756e-10,0.2790257275857821,999999.3509539624,1.1528015413152022,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Japan Solar (Infini Co Ltd) JPS-270P-60-A,Japan Solar (Infini Co Ltd),Multi-c-Si,0,270.0,250.2,1.635,,,60.0,9.18,38.17,8.67,31.13,0.0038556,-0.11489170000000001,43.46,1.4688302472483432,9.185937395336586,4.713564428765344e-11,0.29995579941476724,463.771435637448,2.9134623895050775,-0.388,N,2025.7.3,6/23/2025,4.0,first_pass
