Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax low,VPmax low,IPmax NOCT,VPmax NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
SunPower,SPR-E18-235,235 W Monocrystalline Module,UL 1703,235,216,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.18,48.4,5.8,40.5,50.3,-0.324,0.039,-0.254,0.003,-0.33,1.2,34.21,4.54,39.91,Rack,Flat Plate,0.798,1.559,1,0.175365653,,
SunPower,SPR-E19-235,235 W Monocrystalline Module,UL 1703,235,216,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.18,48.4,5.8,40.5,50.3,-0.324,0.039,-0.254,0.003,-0.33,1.2,34.21,4.54,39.91,Rack,Flat Plate,0.798,1.559,1,0.175365653,,
SunPower,T5-SER-235P,235 W Polycrystalline Module,UL 1703,235,212,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.625,60,1,N,8.48,36.96,7.99,29.42,44.6,-0.470856,0.046961,-0.343894,-0.040266,-0.430654,1.56,28.2,6.35,27.08,Rack,Flat Plate,0.983,1.653,1,0.187444247,,
SunPower,SPR-238E-WHT-D,238W Monocrystalline Module,UL 1703,238,216.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.25,48.5,5.88,40.5,46,-0.43,0.016,-0.31,-0.029,-0.4,1.17,39.81,4.63,36.94,Rack,Flat Plate,0.798,1.559,1,0.195496466,,
SunPower,SPR-240E-WHT-D,240 W Monocrystalline Module,UL 1703,240,218.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.3,48.6,5.93,40.5,46,-0.43,0.016,-0.31,-0.029,-0.4,1.18,39.81,4.68,36.94,Rack,Flat Plate,0.798,1.559,1,0.195682257,,
SunPower,SPR-E19-240,240 W Monocrystalline Module,UL 1703,240,218.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.3,48.6,5.93,40.5,46,-0.43,0.016,-0.31,-0.029,-0.4,1.18,39.81,4.68,36.94,Rack,Flat Plate,0.798,1.559,1,0.195682257,,
SunPower,SPR-X19-240-BLK,240 W Monocrystalline Module,UL 1703,240,223.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,72,1,N,6.3,48.6,5.93,40.5,48.8,-0.274,0.051,-0.236,0.01,-0.283,1.14,40.36,4.52,39.67,Rack,Flat Plate,0.99,1.626,1,0.192381972,,
SunPower,SPR-X19-240-BLK-B-AC,240 W DC Monocrystalline ACPV Module,UL 1741,240,223.5,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,72,1,N,6.3,48.6,5.93,40.5,48.8,-0.274,0.051,-0.236,0.01,-0.283,1.14,40.36,4.52,39.67,Rack,Flat Plate,0.99,1.626,1,0.192381972,,
SunPower,SPR-245NE-WHT-D,245 W Monocrystalline Module,UL 1703,245,225.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.43,48.8,6.05,40.5,50.3,-0.324,0.039,-0.254,0.003,-0.33,1.26,34.21,4.73,39.91,Rack,Flat Plate,0.798,1.559,1,0.17545821,,
SunPower,SPR-E19-245,245 W Monocrystalline Module,UL 1703,245,225.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.43,48.8,6.05,40.5,50.3,-0.324,0.039,-0.254,0.003,-0.33,1.26,34.21,4.73,39.91,Rack,Flat Plate,0.798,1.559,1,0.17545821,,
SunPower,SPR-E20-245,245 W Monocrystalline Module,UL 1703,245,225.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.43,48.8,6.05,40.5,50.3,-0.324,0.039,-0.254,0.003,-0.33,1.26,34.21,4.73,39.91,Rack,Flat Plate,0.798,1.559,1,0.17545821,,
SunPower,SPR-X20-245,245 W Monocrystalline Module,UL 1703,245,231.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.08,50.8,5.72,42.8,43.6,-0.3,0.04,-0.24,-0.02,-0.28,1.16,41.12,5.63,38.54,Rack,Flat Plate,0.798,1.559,1,0.194009786,,
SunPower,SPR-250NX-BLK-D,250 W Monocrystalline Module,UL 1703,250,231.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.2,50.93,5.84,42.8,44.5,-0.39,0.0133,-0.291,-0.0297,-0.374,1.18,41.12,5.75,38.54,Rack,Flat Plate,0.798,1.559,1,0.194155601,,
SunPower,SPR-X20-250-BLK,250 W Monocrystalline Module,UL 1703,250,231.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.2,50.93,5.84,42.8,44.5,-0.39,0.0133,-0.291,-0.0297,-0.374,1.18,41.12,5.75,38.54,Rack,Flat Plate,0.798,1.559,1,0.194155601,,
SunPower,SPR-X20-250-BLK-A-AC,250 W DC 225 W AC Monocrystalline Module,UL 1703,250,231.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.2,50.93,5.84,42.8,44.5,-0.39,0.0133,-0.291,-0.0297,-0.374,1.18,41.12,5.75,38.54,Rack,Flat Plate,0.798,1.559,1,0.194155601,,
SunPower,SPR-X20-255,255 W Monocrystalline Module,UL 1703,255,241.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.244,72,1,N,6.3,51,5.95,42.8,43.6,-0.3,0.04,-0.24,-0.02,-0.28,1.2,41.12,5.86,38.54,Rack,Flat Plate,0.798,1.559,1,0.193896727,,
SunPower,SPR-X21-255,255 W Monocrystalline Module,UL 1703,255,241.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.182,72,1,N,6.3,51,5.95,42.8,43.6,-0.3,0.04,-0.24,-0.02,-0.28,1.22,40.89,5.89,39.21,Rack,Flat Plate,0.758,1.559,1,0.19487295,,
SunPower,SPT-290-Mono,290 W 60 cell Monocrystalline module white backsheet silver frame,UL 1703,290,264,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 290 mono,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.75,39.6,9.2,31.9,46.3,-0.42,0.03,-0.3,-0.02,-0.4,1.84,30.61,7.4,28.9,,,,,,,8/15/2019,
SunPower,SPT-290-Mono-BK,290 W 60 cell monocrystalline module black backsheet 1000V max system Vdc,UL 1703,290,266.3,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 290 mono black.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.75,39.6,9.2,31.9,45.9,-0.39,0.04,-0.28,-0.02,-0.38,1.87,34.1,7.46,32.7,,,,,,,8/15/2019,9/3/2019
SunPower,SPR-E18-295-COM,295 W Monocrystalline Module White Backsheet,UL 1703,295,271.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,5.83,63.3,5.45,54.2,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.04,53.11,4.22,50.96,Rack,Flat Plate,1.046,1.559,1,0.186417227,,
SunPower,SPT-295-Mono,295 W 60 cell Monocrystalline module white backsheet silver frame,UL 1703,295,268.7,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 295 mono,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.78,39.8,9.25,32.3,46.3,-0.42,0.03,-0.3,-0.02,-0.4,1.87,30.61,7.5,28.9,,,,,,,8/15/2019,
SunPower,SPT-295-Mono-BK,295 W 60 cell monocrystalline module black backsheet 1000V max system Vdc,UL 1703,295,266.7,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 295 mono black,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.78,39.8,9.25,32.3,48.9,-0.403,0.032,-0.288,-0.018,-0.388,1.79,30.83,7.09,29,,,,,,,8/15/2019,9/3/2019
SunPower,SPT-300-Mono,300 W 60 cell monocrystalline module white backsheet 1000V max system Vdc,UL 1703,300,271.7,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 300 mono,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.83,40,9.31,32.6,48.4,-0.406,0.033,-0.286,-0.025,-0.385,1.83,30.91,7.24,29.1,,,,,,,8/15/2019,
SunPower,SPT-300-Mono-BK,300 W 60 cell monocrystalline module black backsheet 1000V max system Vdc,UL 1703,300,271.4,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 300 mono black.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.83,40,9.31,32.6,48.9,-0.403,0.032,-0.288,-0.018,-0.388,1.81,31.02,7.18,29.2,,,,,,,8/15/2019,1/13/2020
SunPower,SPT-305-Mono,305 W 60 cell monocrystalline module white backsheet 1000V max system Vdc,UL 1703,305,276.4,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 305 mono,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.9,40.1,9.38,32.8,48.4,-0.406,0.033,-0.286,-0.025,-0.385,1.84,31.1,7.3,29.3,,,,,,,8/15/2019,
SunPower,SPT-305-Mono-BK,305 W 60 cell monocrystalline module black backsheet 1000V max system Vdc,UL 1703,305,276,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 305 mono black.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.9,40.1,9.38,32.8,48.9,-0.403,0.032,-0.288,-0.018,-0.388,1.83,31.21,7.26,29.4,,,,,,,8/15/2019,1/13/2020
SunPower,SPR-308E-WHT-D,308W Monocrystalline Module,UL 1703,308,283.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.02,64.3,5.64,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.07,53.53,4.36,51.37,Rack,Flat Plate,1.046,1.559,1,0.185920462,,
SunPower,SPR-308NE-WHT-D,308W Monocrystalline Module,UL 1703,308,283.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.02,64.3,5.64,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.07,53.53,4.36,51.37,Rack,Flat Plate,1.046,1.559,1,0.185920462,,
SunPower,SPR-310E-WHT-D,310 W Monocrystalline Module Framed Grid Connect White Backsheet,UL 1703,310,285.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.05,64.4,5.67,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.08,53.6,4.39,51.43,Rack,Flat Plate,1.046,1.559,1,0.186260585,,
SunPower,SPR-310E-WHT-U,310 W Monocrystalline Module Framed Grid Connect White Backsheet,UL 1703,310,285.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.05,64.4,5.67,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.08,53.6,4.39,51.43,Rack,Flat Plate,1.046,1.559,1,0.186260585,,
SunPower,SPR-310-WHT-U,310 W Monocrystalline Module Framed Grid Connect White Backsheet,UL 1703,310,285.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.05,64.4,5.67,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.08,53.6,4.39,51.43,Rack,Flat Plate,1.046,1.559,1,0.186260585,,
SunPower,SPR-E19-310-COM,310 W Monocrystalline Module White Backsheet,UL 1703,310,285.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.05,64.4,5.67,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.08,53.6,4.39,51.43,Rack,Flat Plate,1.046,1.559,1,0.186260585,,
SunPower,SPT-310-Mono,310 W 60 cell monocrystalline module white backsheet 1000V max system Vdc,UL 1703,310,281.1,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 310 mono,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.94,40.3,9.45,33.1,48.4,-0.406,0.033,-0.286,-0.025,-0.385,1.86,31.38,7.35,29.6,,,,,,,8/15/2019,
SunPower,SPT-310-Mono-BK,310 W 60 cell monocrystalline module black backsheet 1000V max system Vdc,UL 1703,310,280.7,Formerly SolarWorld Americas Inc Sunmodule Plus SWA 310 mono black.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,60,1,N,9.94,40.3,9.45,33.1,48.9,-0.403,0.032,-0.288,-0.018,-0.388,1.85,31.4,7.33,29.5,,,,,,,8/15/2019,1/13/2020
SunPower,SPR-E19-315,315 W Monocrystalline Module,UL 1703,315,290,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.14,64.6,5.76,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.09,53.6,4.46,51.43,Rack,Flat Plate,1.046,1.559,1,0.186213656,,
SunPower,SPR-E19-315-COM,315 W Monocrystalline Module,UL 1703,315,290,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.14,64.6,5.76,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.09,53.6,4.46,51.43,Rack,Flat Plate,1.046,1.559,1,0.186213656,,
SunPower,SPR-318E-WHT-D,318W Monocrystalline Module,UL 1703,318,292.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.2,64.7,5.82,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.11,53.6,4.51,51.43,Rack,Flat Plate,1.046,1.559,1,0.18637835,,
SunPower,SPR-E19-320,320 W 96 cell monocrystalline module white backsheet 1000V max system Vdc,UL 1703,320,296.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.24,64.8,5.86,54.7,46.2,-0.36,0.034,-0.271,-0.011,-0.349,1.175919732,52.1,4.605685619,49.8,Rack,Flat Plate,1.046,1.559,1,0.191454431,,1/2/2019
SunPower,SPR-E19-320-BLK,320 W 96 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 1703,320,296.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.24,64.8,5.86,54.7,46.2,-0.36,0.034,-0.271,,,1.18,52.1,4.61,49.8,,,,,,,11/1/2019,
SunPower,SPR-E19-320-BLK-E-AC,320 W 96 monocrystalline ACPV module black backsheet. DC Module: SPR-E19-320-BLK. Microinverter: IQ7XS-96-x-ACM-US-y.,UL 1741,320,296.3,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.24,64.8,5.86,54.7,46.2,-0.36,0.034,-0.271,,,1.18,52.1,4.61,49.8,,,,,,,1/2/2020,11/13/2023
SunPower,SPR-E19-320-C-AC,320 W DC Monocrystalline ACPV Module,UL 1741,320,294.8,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.24,64.8,5.86,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.11,53.6,4.54,51.43,Rack,Flat Plate,1.046,1.559,1,0.185925,,
SunPower,SPR-E19-320-COM,320 W Monocrystalline Module,UL 1703,320,294.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.24,64.8,5.86,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.11,53.6,4.54,51.43,Rack,Flat Plate,1.046,1.559,1,0.18648643,,
SunPower,SPR-E19-320-COM-MLSD,320 W 96 cell monocrystalline module with rapid shutdown device white backsheet silver frame 1000V max system Vdc,UL 1703,320,296.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.24,64.8,5.86,54.7,46.2,-0.36,0.034,-0.271,,,1.18,52.1,4.61,49.8,,,,,,,5/15/2019,
SunPower,SPR-E19-320-D-AC,320 W 96 cell monocrystalline module white backsheet. DC module: SPR-E19-320. Microinverter: MI-C-320-US208/240-1X,UL 1741,320,294.8,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.24,64.8,5.86,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.11,53.6,4.54,51.43,,Flat Plate,1.046,1.559,1,0.185925,6/1/2017,4/1/2020
SunPower,SPR-E19-320-E-AC,320 W monocrystalline ACPV module white backsheet. DC Module: SPR-E19-320. Micro-inverter: IQ7XS-96-x-ACM-US-y.,UL 1741,320,296.3,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,,N,6.24,64.8,5.86,54.7,46.2,-0.36,0.034,-0.271,-0.011,-0.349,1.175919732,52.1,4.605685619,49.8,,,,,,,1/2/2019,11/13/2023
SunPower,SPR-E20-325-BLK,325 W 96 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 1703,325,301,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.46,64.9,5.95,54.7,46.2,-0.36,0.034,-0.271,,,1.19,52.1,4.68,49.8,,,,,,,11/1/2019,
SunPower,SPR-E20-325-BLK-E-AC,325 W 96 monocrystalline ACPV module black backsheet. DC Module: SPR-E20-325-BLK. Microinverter: IQ7XS-96-x-ACM-US-y.,UL 1741,325,301,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.46,64.9,5.95,54.7,46.2,-0.36,0.034,-0.271,,,1.19,52.1,4.68,49.8,,,,,,,1/2/2020,11/13/2023
SunPower,SPR-P17-325-COM,325 W Polycrystalline Module (DC),UL 1703,325,291.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,2.042,83,6,N,8.43,50.7,7.82,41.6,48.9,-0.415,0.017,-0.304,-0.04,-0.381,1.51,39.47,6.08,37.43,Rack,Flat Plate,0.988,2.067,1,0.183610479,,
SunPower,SPR-327NE-WHT-D,327W Monocrystalline module,UL 1703,327,301.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.46,65.1,5.98,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.13,53.53,4.63,51.37,Rack,Flat Plate,1.046,1.559,1,0.185674487,,
SunPower,SPR-E20-327,327 W 96 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 1703,327,302.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.46,64.9,5.98,54.7,46.2,-0.36,0.034,-0.271,-0.011,-0.349,1.2,52.1,4.7,49.8,Rack,Flat Plate,1.046,1.559,1,0.191192661,,11/1/2019
SunPower,SPR-E20-327-C-AC,327W DC Monocrystalline ACPV Module,UL 1741,327,301.4,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.46,65.1,5.98,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.13,53.53,4.63,51.37,Rack,Flat Plate,1.046,1.559,1,0.184981346,,
SunPower,SPR-E20-327-COM,327W Monocrystalline module,UL 1703,327,301.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.46,65.1,5.98,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.13,53.53,4.63,51.37,Rack,Flat Plate,1.046,1.559,1,0.185674487,,
SunPower,SPR-E20-327-COM-MLSD,327 W 96 cell monocrystalline module with rapid shutdown device white backsheet silver frame 1000V max system Vdc,UL 1703,327,302.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.46,64.9,5.98,54.7,46.2,-0.36,0.034,-0.271,,,1.2,52.1,4.7,49.8,,,,,,,5/15/2019,
SunPower,SPR-E20-327-D-AC,327 W 96 cell monocrystalline module white backsheet. DC module: SPR-E20-327. Microinverter: MI-C-320-US208/240-1X,UL 1741,327,301.4,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.46,65.1,5.98,54.7,46,-0.386,0.06174,-0.2727,-0.0196,-0.3646,1.13,53.53,4.63,51.37,,Flat Plate,1.046,1.559,1,0.184981346,6/1/2017,4/1/2020
SunPower,SPR-E20-327-E-AC,327 W monocrystalline ACPV module white backsheet. DC Module: SPR-E20-327. Micro-inverter: IQ7XS-96-x-ACM-US-y.,UL 1741,327,302.9,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,,N,6.46,64.9,5.98,54.7,46.2,-0.36,0.034,-0.271,-0.011,-0.349,1.2,52.1,4.7,49.8,,,,,,,1/2/2019,11/13/2023
SunPower,SPR-X20-327,327W Monocrystalline Module,UL 1703,327,308.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.09,67.6,5.71,57.3,43.7,-0.321,0.0306,-0.2698,0.0133,-0.3501,1.14,54.13,4.61,53.27,Rack,Flat Plate,1.046,1.559,1,0.18936827,,
SunPower,SPR-X20-327-BLK,327W Monocrystalline Module,UL 1703,327,306.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.09,67.6,5.71,57.3,46.4,-0.31,0.04,-0.25,0,-0.31,1.17,54.75,5.65,52.49,Rack,Flat Plate,1.046,1.559,1,0.19524233,,
SunPower,SPR-X20-327-BLK-C-AC,327W DC Monocrystalline ACPV Module,UL 1741,327,306.1,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.09,67.6,5.71,57.3,46.4,-0.31,0.04,-0.25,0,-0.31,1.17,54.75,5.65,52.49,Rack,Flat Plate,1.046,1.559,1,0.195894495,,
SunPower,SPR-X20-327-BLK-D-AC,327 W 96 cell monocrystalline module black backsheet. DC module: SPR-X20-327-BLK. Microinverter: MI-C-320-US208/240-1X,UL 1741,327,306.1,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.09,67.6,5.71,57.3,46.4,-0.31,0.04,-0.25,0,-0.31,1.17,54.75,5.65,52.49,,Flat Plate,1.046,1.559,1,0.195894495,6/1/2017,4/1/2020
SunPower,SPR-X20-327-BLK-E-AC,327 W monocrystalline ACPV module black backsheet. DC Module: SPR-X20-327-BLK. Micro-inverter: IQ7XS-96-x-ACM-US-y.,UL 1741,327,306.1,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,,N,6.07,67.6,5.71,57.3,46.4,-0.31,0.04,-0.25,0,-0.31,1.17,54.75,5.65,52.5,,,,,,,11/15/2018,11/13/2023
SunPower,SPR-X20-327-C-AC,327W DC Monocrystalline ACPV Module,UL 1741,327,308.1,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.09,67.6,5.71,57.3,43.7,-0.321,0.0306,-0.2698,0.0133,-0.3501,1.14,54.13,4.61,53.27,Rack,Flat Plate,1.046,1.559,1,0.188710092,,
SunPower,SPR-X20-327-COM,327W Monocrystalline Module Silver Frame,UL 1703,327,308.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.09,67.6,5.71,57.3,43.7,-0.321,0.0306,-0.2698,0.0133,-0.3501,1.14,54.13,4.61,53.27,Rack,Flat Plate,1.046,1.559,1,0.18936827,,
SunPower,SPR-X20-327-COM-MLSD,327 W 96 cell monocrystalline module with rapid shutdown device white backsheet silver frame,UL 1703,327,305.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,1,N,6.07,67.6,5.71,57.3,45.3,-0.331,0.035,-0.282,,,1.06,55.48,4.3,54.5,,,,,,,5/15/2019,
SunPower,SPR-X20-327-D-AC,327 W 96 cell monocrystalline module white backsheet. DC module: SPR-X20-327. Microinverter: MI-C-320-US208/240-1X,UL 1741,327,308.1,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.631,96,1,N,6.09,67.6,5.71,57.3,43.7,-0.321,0.0306,-0.2698,0.0133,-0.3501,1.14,54.13,4.61,53.27,,Flat Plate,1.046,1.559,1,0.188710092,6/1/2017,4/1/2020
SunPower,SPR-X20-327-E-AC,327 W monocrystalline ACPV module white backsheet. DC Module: SPR-X20-327. Micro-inverter: IQ7XS-96-x-ACM-US-y.,UL 1741,327,308.1,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,96,,N,6.07,67.6,5.71,57.3,43.7,-0.321,0.031,-0.27,0.013,-0.35,1.14,54.13,4.61,53.3,,,,,,,11/15/2018,11/13/2023
