Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
ABB: PVS-60-TL-SC-US [480V],480,148.911997,60030,61142.058837,720,-0.000000,-0.000034,0.001040,-0.000666,18.009000,800,84.919526,570,800,n/a,Grid Support
ABB: PVS-60-TL-US [480V],480,148.911997,60030,61142.058837,720,-0.000000,-0.000034,0.001040,-0.000666,18.009000,800,84.919526,570,800,n/a,Grid Support
ABB: PVS980-58-1818kVA-I [600V],600,6900.334780,1827300,1882019.945817,975,-0.000000,0.000017,0.000759,0.000164,548.190000,1100,1930.276868,850,1100,5/1/2018,Utility Interactive
ABB: PVS980-58-2000kVA-K [660V],660,7784.042600,2027060,2085078.246775,1018,-0.000000,0.000023,0.000666,0.000113,608.118000,1100,2048.210459,935,1100,5/1/2018,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S-US-480 [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S-US-480-A [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S1-US-480 [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S1-US-480-A [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S1A-US-480 [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S1A-US-480-A [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S1B-US-480 [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-20.0-TL-OUTD-S1B-US-480-A [480V],480,88.928155,20000,20460.662064,700,-0.000000,-0.000032,-0.000800,0.000520,6.000000,800,29.229517,450,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S-US-480 [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S-US-480-A [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S1-US-480 [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S1-US-480-A [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S1A-US-480 [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S1A-US-480-A [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S1B-US-480 [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-27.6-TL-OUTD-S1B-US-480-A [480V],480,92.137397,27600,28199.170094,715,-0.000000,-0.000031,-0.001334,-0.001753,8.280000,800,39.439399,520,800,n/a,Utility Interactive
ABB: TRIO-50.0-TL-OUTD-US-480 [480V],480,143.487162,50000,50881.770349,720,-0.000000,-0.000024,0.001015,-0.000319,1,800,70.669125,520,800,10/15/2018,Utility Interactive
ABB: TRIO-60.0-TL-OUTD-US-480 [480V],480,144.201849,60000,61110.586299,720,-0.000000,-0.000020,0.000761,-0.000953,0.8,800,84.875814,570,800,10/15/2018,Utility Interactive
ABB: TRIO-TM-60.0-US-480 [480V],480,138.366181,60000,61112.144506,720,-0.000000,-0.000034,0.000537,-0.001296,18,800,84.877978,570,800,10/15/2018,Grid Support
ABB: ULTRA-1100-TL-OUTD-1-US-690-x-y-z [690V],690,5365.211998,1154000,1199392.103616,746,-0.000000,-0.000049,-0.000293,-0.000665,346.200000,800,1607.764214,585,800,n/a,Utility Interactive
ABB: ULTRA-1100-TL-OUTD-2-US-690-x-y-z [690V],690,4403.355553,1000000,1039766.693750,746,-0.000000,-0.000048,-0.000728,-0.001080,300,800,1393.789134,585,800,n/a,Utility Interactive
ABB: ULTRA-1100-TL-OUTD-3-US-690-x-y-z [690V],690,5076.355823,1170000,1215132.323665,746,-0.000000,-0.000043,-0.000559,-0.000729,351.000000,800,1628.863705,585,800,n/a,Utility Interactive
ABB: ULTRA-1100-TL-OUTD-4-US-690-x-y-z [690V],690,4451.267606,1000000,1036900.090716,746,-0.000000,-0.000040,-0.000529,-0.000677,300,800,1389.946502,585,800,n/a,Utility Interactive
ABB: ULTRA-1500-TL-OUTD-1-US-690-x-y-z [690V],690,6687.186936,1550000,1609782.295780,746,-0.000000,-0.000054,-0.000823,-0.001639,465.000000,800,2157.885115,585,800,n/a,Utility Interactive
ABB: ULTRA-1500-TL-OUTD-2-US-690-x-y-z [690V],690,6263.913637,1500000,1557690.124572,746,-0.000000,-0.000043,-0.000356,-0.000838,450.000000,800,2088.056467,585,800,n/a,Utility Interactive
ABB: ULTRA-1500-TL-OUTD-3-US-690-x-y-z [690V],690,6650.628083,1560000,1616434.829960,746,-0.000000,-0.000051,-0.000697,-0.001517,468.000000,800,2166.802721,585,800,n/a,Utility Interactive
ABB: ULTRA-1500-TL-OUTD-4-US-690-x-y-z [690V],690,6609.890033,1500000,1553867.245297,746,-0.000000,-0.000046,-0.000448,-0.001059,450.000000,800,2082.931964,585,800,n/a,Utility Interactive
ABB: ULTRA-750-TL-OUTD-1-US-690-x-y-z [690V],690,3171.690865,780000,812837.606178,746,-0.000000,-0.000054,-0.000578,-0.001191,234.000000,800,1089.594646,585,800,n/a,Utility Interactive
ABB: ULTRA-750-TL-OUTD-2-US-690-x-y-z [690V],690,3196.465484,750000,782179.378026,746,-0.000000,-0.000049,-0.000487,-0.000865,225.000000,800,1048.497826,585,800,n/a,Utility Interactive
ABB: ULTRA-750-TL-OUTD-3-US-690-x-y-z [690V],690,3567.767677,780000,811466.575980,746,-0.000000,-0.000051,0.000101,-0.000631,234.000000,800,1087.756804,585,800,n/a,Utility Interactive
ABB: ULTRA-750-TL-OUTD-4-US-690-x-y-z [690V],690,3395.064852,750000,779732.088080,746,-0.000000,-0.000050,-0.000486,-0.001434,225.000000,800,1045.217276,585,800,n/a,Utility Interactive
ABB: UNO-2.0-I-OUTD-S-US [208V],208,25.982921,2000,2089.758354,330,-0.000013,-0.000029,0.001223,-0.001381,0.4,416,6.332601,100,416,n/a,Utility Interactive
ABB: UNO-2.0-I-OUTD-S-US [240V],240,26.891410,2000,2078.521516,340,-0.000011,-0.000029,0.000917,-0.001472,0.4,416,6.113299,100,416,n/a,Utility Interactive
ABB: UNO-2.0-I-OUTD-S-US [277V],277,27.584560,2000,2073.082919,360,-0.000009,-0.000031,0.000443,-0.001950,0.5,416,5.758564,100,416,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US [240V],240,14.431247,2000,2061.599716,400,-0.000005,-0.000049,0.000330,-0.000658,0.15,480,5.153999,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-A [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-A [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-A [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-C-M [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-C-M [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-C-M [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-C-M-A [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-C-M-A [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-C-M-A [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-M [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-M [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-M [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-M-A [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-M-A [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-B-M-A [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-C-M [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-C-M [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-C-M [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-C-M-A [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-C-M-A [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-C-M-A [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-Z-A [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-Z-A [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-Z-A [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-Z-M-A [208V],208,14.462857,2000,2067.474102,400,-0.000006,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-Z-M-A [240V],240,14.459183,2000,2061.733367,400,-0.000005,-0.000050,0.000370,-0.000690,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB: UNO-2.0-TL-OUTD-S-US-Z-M-A [277V],277,15.904375,2000,2058.969542,400,-0.000005,-0.000056,-0.000147,-0.001199,0.15,480,5.147424,180,480,n/a,Utility Interactive
ABB: UNO-2.5-I-OUTD-S-US [208V],208,26.670981,2500,2621.366480,330,-0.000012,-0.000050,0.001299,-0.001913,0.4,416,7.943535,100,416,n/a,Utility Interactive
ABB: UNO-2.5-I-OUTD-S-US [240V],240,27.054201,2500,2602.255816,340,-0.000010,-0.000045,0.000886,-0.001929,0.4,416,7.653694,100,416,n/a,Utility Interactive
ABB: UNO-2.5-I-OUTD-S-US [277V],277,28.359482,2500,2592.472974,360,-0.000008,-0.000045,0.000410,-0.002524,0.5,416,7.201314,100,416,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-A [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-A [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-A [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-C-M [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-C-M [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-C-M [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-C-M-A [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-C-M-A [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-C-M-A [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-M [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-M [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-M [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-M-A [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-M-A [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-B-M-A [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-C-M [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-C-M [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-C-M [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-C-M-A [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-C-M-A [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-C-M-A [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-Z-A [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-Z-A [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-Z-A [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-Z-M-A [208V],208,13.706939,3000,3110.188184,400,-0.000005,-0.000056,0.000248,-0.002009,0.11,480,7.775470,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-Z-M-A [240V],240,13.569497,3000,3097.838241,400,-0.000004,-0.000063,-0.000217,-0.002931,0.15,480,7.744596,180,480,n/a,Utility Interactive
ABB: UNO-3.0-TL-OUTD-S-US-Z-M-A [277V],277,14.908107,3000,3090.607740,400,-0.000003,-0.000067,-0.000510,-0.003242,0.2,480,7.726519,180,480,n/a,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-A [208V],208,31.912646,7600,7867.569922,340,-0.000002,-0.000022,0.000901,0.000353,2.280000,480,23.139912,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-A [240V],240,35.944907,7600,7830.652263,380,-0.000002,-0.000037,-0.000293,-0.000418,2.280000,480,20.606980,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-A [277V],277,41.138097,7600,7815.418167,380,-0.000002,-0.000048,-0.001490,-0.002457,2.280000,480,20.566890,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [208V],208,31.912646,7600,7867.569922,340,-0.000002,-0.000022,0.000901,0.000353,2.280000,480,23.139912,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [240V],240,35.944907,7600,7830.652263,380,-0.000002,-0.000037,-0.000293,-0.000418,2.280000,480,20.606980,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [277V],277,41.138097,7600,7815.418167,380,-0.000002,-0.000048,-0.001490,-0.002457,2.280000,480,20.566890,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-M [208V],208,31.912646,7600,7867.569922,340,-0.000002,-0.000022,0.000901,0.000353,2.280000,480,23.139912,200,480,n/a,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-M [240V],240,35.944907,7600,7830.652263,380,-0.000002,-0.000037,-0.000293,-0.000418,2.280000,480,20.606980,200,480,n/a,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-M [277V],277,41.138097,7600,7815.418167,380,-0.000002,-0.000048,-0.001490,-0.002457,2.280000,480,20.566890,200,480,n/a,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [208V],208,31.912646,7600,7867.569922,340,-0.000002,-0.000022,0.000901,0.000353,2.280000,480,23.139912,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [240V],240,35.944907,7600,7830.652263,380,-0.000002,-0.000037,-0.000293,-0.000418,2.280000,480,20.606980,200,480,10/15/2018,Utility Interactive
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [277V],277,41.138097,7600,7815.418167,380,-0.000002,-0.000048,-0.001490,-0.002457,2.280000,480,20.566890,200,480,10/15/2018,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-A [240V],240,34.087374,8600,8863.232491,380,-0.000002,-0.000041,-0.000267,-0.000793,2.580000,480,23.324296,200,480,10/15/2018,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-A [277V],277,40.177620,8600,8849.664352,380,-0.000001,-0.000049,-0.001168,-0.001585,2.580000,480,23.288590,200,480,10/15/2018,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-Z-A [240V],240,34.087374,8600,8863.232491,380,-0.000002,-0.000041,-0.000267,-0.000793,2.580000,480,23.324296,200,480,10/15/2018,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-Z-A [277V],277,40.177620,8600,8849.664352,380,-0.000001,-0.000049,-0.001168,-0.001585,2.580000,480,23.288590,200,480,10/15/2018,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-Z-M [240V],240,34.087374,8600,8863.232491,380,-0.000002,-0.000041,-0.000267,-0.000793,2.580000,480,23.324296,200,480,n/a,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-Z-M [277V],277,40.177620,8600,8849.664352,380,-0.000001,-0.000049,-0.001168,-0.001585,2.580000,480,23.288590,200,480,n/a,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-Z-M-A [240V],240,34.087374,8600,8863.232491,380,-0.000002,-0.000041,-0.000267,-0.000793,2.580000,480,23.324296,200,480,10/15/2018,Utility Interactive
ABB: UNO-8.6-TL-OUTD-S-US-Z-M-A [277V],277,40.177620,8600,8849.664352,380,-0.000001,-0.000049,-0.001168,-0.001585,2.580000,480,23.288590,200,480,10/15/2018,Utility Interactive
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.000620,0.9,480,9.210454,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.000030,0.000475,-0.001358,0.9,480,9.650605,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.3-TL-PLUS-US-SE-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.000620,0.9,480,9.210454,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.3-TL-PLUS-US-SE-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.000030,0.000475,-0.001358,0.9,480,9.650605,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.3-TL-PLUS-US-SZ-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.000620,0.9,480,9.210454,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.3-TL-PLUS-US-SZ-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.000030,0.000475,-0.001358,0.9,480,9.650605,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.3-TL-PLUS-US-SZM-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.000620,0.9,480,9.210454,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.3-TL-PLUS-US-SZM-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.000030,0.000475,-0.001358,0.9,480,9.650605,200,480,02/15/2019,Grid Support
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA [208V],208,22.579285,3300,3441.950852,340,-0.000005,-0.000029,0.000970,-0.000453,0.9,480,10.123385,200,480,02/15/2019,Grid Support
